episode,total_reward,steps,success,epsilon,collected_key,solved_puzzles,opened_door,moving_avg_reward,moving_success_rate
36,-540,150,0,0.8974819010978248,1,2,0,-545.9444444444445,0.0
37,-523,150,0,0.8947894553945313,1,1,0,-545.3243243243244,0.0
38,-551,150,0,0.8921050870283477,0,1,0,-545.4736842105264,0.0
39,-557,150,0,0.8894287717672626,0,2,0,-545.7692307692307,0.0
40,-424,150,0,0.8867604854519608,1,3,0,-542.725,0.0
41,-534,150,0,0.884100203995605,1,1,0,-542.5121951219512,0.0
42,-358,150,0,0.8814479033836181,1,3,0,-538.1190476190476,0.0
43,-486,150,0,0.8788035596734672,1,1,0,-536.9069767441861,0.0
44,-396,150,0,0.8761671489944468,1,3,0,-533.7045454545455,0.0
45,-456,150,0,0.8735386475474635,1,2,0,-531.9777777777778,0.0
46,-534,150,0,0.8709180316048211,1,1,0,-532.0217391304348,0.0
47,-544,150,0,0.8683052775100066,1,2,0,-532.2765957446809,0.0
48,-542,150,0,0.8657003616774767,0,1,0,-532.4791666666666,0.0
49,-476,150,0,0.8631032605924442,1,2,0,-531.3265306122449,0.0
50,-544,150,0,0.860513950810667,1,1,0,-531.58,0.0
51,-489,150,0,0.857932408958235,1,2,0,-530.7450980392157,0.0
52,-431,150,0,0.8553586117313603,1,2,0,-528.8269230769231,0.0
53,-440,150,0,0.8527925358961662,1,2,0,-527.1509433962265,0.0
54,-524,150,0,0.8502341582884777,1,2,0,-527.0925925925926,0.0
55,-433,150,0,0.8476834558136123,1,3,0,-525.3818181818182,0.0
56,-513,150,0,0.8451404054461714,1,1,0,-525.1607142857143,0.0
57,-505,150,0,0.8426049842298329,1,2,0,-524.8070175438596,0.0
58,-415,150,0,0.8400771692771434,1,3,1,-522.9137931034483,0.0
59,-576,150,0,0.837556937769312,1,0,0,-523.8135593220339,0.0
60,-446,150,0,0.835044266956004,1,2,0,-522.5166666666667,0.0
61,-481,150,0,0.8325391341551359,1,2,0,-521.8360655737705,0.0
62,-485,150,0,0.8300415167526705,1,1,0,-521.241935483871,0.0
63,-553,150,0,0.8275513922024125,1,1,0,-521.7460317460317,0.0
64,-454,150,0,0.8250687380258053,1,3,0,-520.6875,0.0
65,-510,150,0,0.8225935318117279,1,3,0,-520.5230769230769,0.0
66,-218,144,1,0.8201257512162927,1,3,1,-515.939393939394,0.015151515151515152
67,-402,150,0,0.8176653739626438,1,3,0,-514.2388059701492,0.014925373134328358
68,-404,150,0,0.8152123778407558,1,3,0,-512.6176470588235,0.014705882352941176
69,-427,150,0,0.8127667407072335,1,3,0,-511.3768115942029,0.014492753623188406
70,-611,150,0,0.8103284404851119,1,1,0,-512.8,0.014285714285714285
71,-450,150,0,0.8078974551636565,1,2,0,-511.9154929577465,0.014084507042253521
72,-477,150,0,0.8054737627981655,1,2,0,-511.43055555555554,0.013888888888888888
73,-460,150,0,0.803057341509771,1,2,0,-510.7260273972603,0.0136986301369863
74,-374,150,0,0.8006481694852418,1,3,1,-508.8783783783784,0.013513513513513514
75,-481,150,0,0.798246224976786,1,2,0,-508.50666666666666,0.013333333333333334
76,71,65,1,0.7958514863018556,1,3,1,-500.88157894736844,0.02631578947368421
77,-415,150,0,0.79346393184295,1,2,0,-499.76623376623377,0.025974025974025976
78,-457,150,0,0.7910835400474212,1,2,0,-499.21794871794873,0.02564102564102564
79,-137,120,1,0.7887102894272789,1,3,1,-494.63291139240505,0.0379746835443038
80,-151,141,1,0.7863441585589971,1,3,1,-490.3375,0.05
81,-444,150,0,0.78398512608332,1,2,0,-489.7654320987654,0.04938271604938271
82,-105,118,1,0.7816331707050701,1,3,1,-485.0731707317073,0.06097560975609756
83,-484,150,0,0.7792882711929549,1,2,0,-485.06024096385545,0.060240963855421686
84,-3,94,1,0.776950406379376,1,3,1,-479.32142857142856,0.07142857142857142
85,-540,150,0,0.7746195551602378,0,1,0,-480.0352941176471,0.07058823529411765
86,-1,92,1,0.7722956964947572,1,3,1,-474.4651162790698,0.08139534883720931
87,35,81,1,0.7699788094052729,1,3,1,-468.60919540229884,0.09195402298850575
88,-488,150,0,0.767668872977057,1,2,0,-468.82954545454544,0.09090909090909091
89,-436,150,0,0.7653658663581259,1,3,1,-468.46067415730334,0.0898876404494382
90,-119,117,1,0.7630697687590515,1,3,1,-464.5777777777778,0.1
91,-314,150,0,0.7607805594527743,1,3,1,-462.9230769230769,0.0989010989010989
92,-100,117,1,0.7584982177744161,1,3,1,-458.9782608695652,0.10869565217391304
93,-444,150,0,0.7562227231210928,1,3,0,-458.81720430107526,0.10752688172043011
94,66,71,1,0.7539540549517295,1,3,1,-453.2340425531915,0.11702127659574468
95,-98,110,1,0.7516921927868743,1,3,1,-449.4947368421053,0.12631578947368421
96,-82,114,1,0.7494371162085136,1,3,1,-445.6666666666667,0.13541666666666666
97,47,94,1,0.747188804859888,1,3,1,-440.58762886597935,0.14432989690721648
98,75,76,1,0.7449472384453084,1,3,1,-435.3265306122449,0.15306122448979592
99,-320,150,0,0.7427123967299725,1,3,1,-434.16161616161617,0.15151515151515152
100,-455,150,0,0.7404842595397826,1,2,0,-434.37,0.15
101,86,71,1,0.7382628067611632,1,3,1,-427.43,0.16
102,-50,107,1,0.7360480183408797,1,3,1,-422.42,0.17
103,173,40,1,0.7338398742858571,1,3,1,-415.36,0.18
104,-367,150,0,0.7316383546629995,1,3,1,-413.61,0.18
105,69,82,1,0.7294434395990105,1,3,1,-407.36,0.19
106,-11,98,1,0.7272551092802134,1,3,1,-401.31,0.2
107,-363,150,0,0.7250733439523728,1,3,1,-399.22,0.2
108,100,64,1,0.7228981239205157,1,3,1,-393.24,0.21
109,-63,114,1,0.7207294295487541,1,3,1,-387.96,0.22
110,98,59,1,0.7185672412601078,1,3,1,-381.25,0.23
111,-55,113,1,0.7164115395363275,1,3,1,-376.67,0.24
112,31,75,1,0.7142623049177186,1,3,1,-371.25,0.25
113,36,71,1,0.7121195180029655,1,3,1,-365.57,0.26
114,8,91,1,0.7099831594489566,1,3,1,-360.16,0.27
115,33,70,1,0.7078532099706097,1,3,1,-354.21,0.28
116,-26,110,1,0.7057296503406979,1,3,1,-349.45,0.29
117,-83,113,1,0.7036124613896758,1,3,1,-343.95,0.3
118,-19,94,1,0.7015016240055068,1,3,1,-338.78,0.31
119,77,74,1,0.6993971191334902,1,3,1,-332.2,0.32
120,-60,106,1,0.6972989277760897,1,3,1,-328.2,0.33
121,-400,150,0,0.6952070309927615,1,2,0,-325.55,0.33
122,-111,124,1,0.6931214098997832,1,3,1,-321.37,0.34
123,-404,150,0,0.6910420456700839,1,3,0,-319.01,0.34
124,147,64,1,0.6889689195330736,1,3,1,-311.61,0.35
125,62,75,1,0.6869020127744744,1,3,1,-305.29,0.36
126,108,56,1,0.684841306736151,1,3,1,-298.96,0.37
127,79,72,1,0.6827867828159425,1,3,1,-292.86,0.38
128,-36,103,1,0.6807384224674947,1,3,1,-287.56,0.39
129,70,77,1,0.6786962072000923,1,3,1,-281.48,0.4
130,88,61,1,0.676660118578492,1,3,1,-274.96,0.41
131,151,55,1,0.6746301382227565,1,3,1,-269.06,0.42
132,78,64,1,0.6726062478080883,1,3,1,-262.96,0.43
133,87,68,1,0.6705884290646641,1,3,1,-257.2,0.44
134,117,56,1,0.66857666377747,1,3,1,-251.45,0.45
135,122,65,1,0.6665709337861376,1,3,1,-245.51,0.46
136,162,50,1,0.6645712209847792,1,3,1,-238.49,0.47
137,-69,110,1,0.6625775073218249,1,3,1,-233.95,0.48
138,31,80,1,0.6605897747998594,1,3,1,-228.13,0.49
139,-504,150,0,0.6586080054754598,0,3,0,-227.6,0.49
140,136,51,1,0.6566321814590335,1,3,1,-222.0,0.5
141,-462,150,0,0.6546622849146564,0,2,0,-221.28,0.5
142,181,45,1,0.6526982980599124,1,3,1,-215.89,0.51
143,-83,110,1,0.6507402031657327,1,3,1,-211.86,0.52
144,111,60,1,0.6487879825562355,1,3,1,-206.79,0.53
145,141,50,1,0.6468416186085668,1,3,1,-200.82,0.54
146,3,95,1,0.6449010937527411,1,3,1,-195.45,0.55
147,140,52,1,0.6429663904714829,1,3,1,-188.61,0.56
148,26,86,1,0.6410374913000684,1,3,1,-182.93,0.57
149,99,67,1,0.6391143788261682,1,3,1,-177.18,0.58
150,62,90,1,0.6371970356896897,1,3,1,-171.12,0.59
151,163,45,1,0.6352854445826206,1,3,1,-164.6,0.6
152,-229,142,1,0.6333795882488727,1,3,1,-162.58,0.61
153,77,64,1,0.6314794494841262,1,3,1,-157.41,0.62
154,97,59,1,0.6295850111356738,1,3,1,-151.2,0.63
155,74,73,1,0.6276962561022668,1,3,1,-146.13,0.64
156,116,56,1,0.62581316733396,1,3,1,-139.84,0.65
157,185,43,1,0.623935727831958,1,3,1,-132.94,0.66
158,147,49,1,0.6220639206484622,1,3,1,-127.32,0.67
159,156,46,1,0.6201977288865168,1,3,1,-120.0,0.68
160,170,42,1,0.6183371356998573,1,3,1,-113.84,0.69
161,57,74,1,0.6164821242927577,1,3,1,-108.46,0.7
162,143,50,1,0.6146326779198794,1,3,1,-102.18,0.71
163,90,77,1,0.6127887798861198,1,3,1,-95.75,0.72
164,207,34,1,0.6109504135464614,1,3,1,-89.14,0.73
165,64,78,1,0.609117562305822,1,3,1,-83.4,0.74
166,117,59,1,0.6072902096189046,1,3,1,-80.05,0.74
167,140,57,1,0.6054683389900478,1,3,1,-74.63,0.75
168,95,61,1,0.6036519339730777,1,3,1,-69.64,0.76
169,105,56,1,0.6018409781711584,1,3,1,-64.32,0.77
170,124,58,1,0.6000354552366449,1,3,1,-56.97,0.78
171,189,42,1,0.598235348870935,1,3,1,-50.58,0.79
172,193,38,1,0.5964406428243222,1,3,1,-43.88,0.8
173,109,67,1,0.5946513208958493,1,3,1,-38.19,0.81
174,138,53,1,0.5928673669331617,1,3,1,-33.07,0.82
175,123,58,1,0.5910887648323622,1,3,1,-27.03,0.83
176,114,63,1,0.5893154985378651,1,3,1,-26.6,0.83
177,139,59,1,0.5875475520422515,1,3,1,-21.06,0.84
178,-33,119,1,0.5857849093861247,1,3,1,-16.82,0.85
179,195,36,1,0.5840275546579663,1,3,1,-13.5,0.85
180,111,55,1,0.5822754719939924,1,3,1,-10.88,0.85
181,84,68,1,0.5805286455780104,1,3,1,-5.6,0.86
182,173,43,1,0.5787870596412764,1,3,1,-2.82,0.86
183,88,74,1,0.5770506984623526,1,3,1,2.9,0.87
184,131,57,1,0.5753195463669655,1,3,1,4.24,0.87
185,-114,114,1,0.5735935877278646,1,3,1,8.5,0.88
186,103,70,1,0.571872806964681,1,3,1,9.54,0.88
187,161,45,1,0.5701571885437869,1,3,1,10.8,0.88
188,135,51,1,0.5684467169781556,1,3,1,17.03,0.89
189,88,64,1,0.5667413768272211,1,3,1,22.27,0.9
190,90,67,1,0.5650411526967395,1,3,1,24.36,0.9
191,132,52,1,0.5633460292386493,1,3,1,28.82,0.91
192,137,54,1,0.5616559911509333,1,3,1,31.19,0.91
193,168,44,1,0.5599710231774805,1,3,1,37.31,0.92
194,184,38,1,0.5582911101079481,1,3,1,38.49,0.92
195,188,39,1,0.5566162367776242,1,3,1,41.35,0.92
196,141,55,1,0.5549463880672914,1,3,1,43.58,0.92
197,119,54,1,0.5532815489030894,1,3,1,44.3,0.92
198,177,39,1,0.5516217042563801,1,3,1,45.32,0.92
199,199,42,1,0.549966839143611,1,3,1,50.51,0.93
200,112,65,1,0.5483169386261801,1,3,1,56.18,0.94
201,45,83,1,0.5466719878103016,1,3,1,55.77,0.94
202,180,42,1,0.5450319718468707,1,3,1,58.07,0.94
203,162,45,1,0.5433968759313301,1,3,1,57.96,0.94
204,139,54,1,0.5417666853035361,1,3,1,63.02,0.95
205,148,56,1,0.5401413852476254,1,3,1,63.81,0.95
206,110,57,1,0.5385209610918825,1,3,1,65.02,0.95
207,119,62,1,0.5369053982086068,1,3,1,69.84,0.96
208,88,64,1,0.535294682013981,1,3,1,69.72,0.96
209,174,48,1,0.5336887979679391,1,3,1,72.09,0.96
210,139,47,1,0.5320877315740353,1,3,1,72.5,0.96
211,131,55,1,0.5304914683793133,1,3,1,74.36,0.96
212,180,44,1,0.5288999939741753,1,3,1,75.85,0.96
213,145,51,1,0.5273132939922528,1,3,1,76.94,0.96
214,81,64,1,0.525731354110276,1,3,1,77.67,0.96
215,189,37,1,0.5241541600479452,1,3,1,79.23,0.96
216,198,34,1,0.5225816975678014,1,3,1,81.47,0.96
217,137,54,1,0.521013952475098,1,3,1,83.67,0.96
218,-422,150,0,0.5194509106176727,0,3,0,79.64,0.95
219,100,62,1,0.5178925578858197,1,3,1,79.87,0.95
220,197,34,1,0.5163388802121622,1,3,1,82.44,0.95
221,142,50,1,0.5147898635715258,1,3,1,87.86,0.96
222,87,79,1,0.5132454939808112,1,3,1,89.84,0.96
223,179,47,1,0.5117057574988688,1,3,1,95.67,0.97
224,205,41,1,0.5101706402263723,1,3,1,96.25,0.97
225,153,48,1,0.5086401283056932,1,3,1,97.16,0.97
226,140,52,1,0.5071142079207761,1,3,1,97.48,0.97
227,85,68,1,0.5055928652970137,1,3,1,97.54,0.97
228,204,33,1,0.5040760867011227,1,3,1,99.94,0.97
229,156,51,1,0.5025638584410194,1,3,1,100.8,0.97
230,91,70,1,0.5010561668656963,1,3,1,100.83,0.97
231,162,50,1,0.49955299836509925,1,3,1,100.94,0.97
232,206,36,1,0.49805433937000393,1,3,1,102.22,0.97
233,215,36,1,0.4965601763518939,1,3,1,103.5,0.97
234,201,32,1,0.49507049582283824,1,3,1,104.34,0.97
235,197,39,1,0.49358528433536975,1,3,1,105.09,0.97
236,187,46,1,0.49210452848236363,1,3,1,105.34,0.97
237,73,73,1,0.49062821489691655,1,3,1,106.76,0.97
238,155,48,1,0.4891563302522258,1,3,1,108.0,0.97
239,221,40,1,0.48768886126146915,1,3,1,115.25,0.98
240,188,39,1,0.48622579467768473,1,3,1,115.77,0.98
241,203,33,1,0.4847671172936517,1,3,1,122.42,0.99
242,189,44,1,0.4833128159417707,1,3,1,122.5,0.99
243,184,43,1,0.4818628774939454,1,3,1,125.17,0.99
244,171,45,1,0.48041728886146357,1,3,1,125.77,0.99
245,148,59,1,0.4789760369948792,1,3,1,125.84,0.99
246,221,40,1,0.47753910888389456,1,3,1,128.02,0.99
247,194,43,1,0.4761064915572429,1,3,1,128.56,0.99
248,198,39,1,0.4746781720825711,1,3,1,130.28,0.99
249,172,40,1,0.4732541375663234,1,3,1,131.01,0.99
250,197,39,1,0.4718343751536244,1,3,1,132.36,0.99
251,183,38,1,0.47041887202816357,1,3,1,132.56,0.99
252,205,36,1,0.4690076154120791,1,3,1,136.9,0.99
253,205,31,1,0.46760059256584285,1,3,1,138.18,0.99
254,225,31,1,0.4661977907881453,1,3,1,139.46,0.99
255,169,44,1,0.4647991974157809,1,3,1,140.41,0.99
256,186,41,1,0.46340479982353355,1,3,1,141.11,0.99
257,243,28,1,0.46201458542406293,1,3,1,141.69,0.99
258,180,47,1,0.4606285416677907,1,3,1,142.02,0.99
259,109,72,1,0.45924665604278736,1,3,1,141.55,0.99
260,189,42,1,0.457868916074659,1,3,1,141.74,0.99
261,91,82,1,0.45649530932643506,1,3,1,142.08,0.99
262,180,42,1,0.45512582339845575,1,3,1,142.45,0.99
263,132,60,1,0.45376044592826037,1,3,1,142.87,0.99
264,175,46,1,0.4523991645904756,1,3,1,142.55,0.99
265,165,41,1,0.45104196709670413,1,3,1,143.56,0.99
266,212,35,1,0.449688841195414,1,3,1,144.51,0.99
267,191,40,1,0.4483397746718278,1,3,1,145.02,0.99
268,175,53,1,0.4469947553478123,1,3,1,145.82,0.99
269,207,39,1,0.44565377108176885,1,3,1,146.84,0.99
270,188,39,1,0.44431680976852356,1,3,1,147.48,0.99
271,139,57,1,0.44298385933921797,1,3,1,146.98,0.99
272,230,29,1,0.4416549077612003,1,3,1,147.35,0.99
273,199,37,1,0.4403299430379167,1,3,1,148.25,0.99
274,175,41,1,0.43900895320880295,1,3,1,148.62,0.99
275,234,28,1,0.43769192634917653,1,3,1,149.73,0.99
276,182,40,1,0.436378850570129,1,3,1,150.41,0.99
277,235,31,1,0.4350697140184186,1,3,1,151.37,0.99
278,211,35,1,0.43376450487636337,1,3,1,153.81,0.99
279,225,36,1,0.43246321136173427,1,3,1,154.11,0.99
280,245,26,1,0.43116582172764906,1,3,1,155.45,0.99
281,182,45,1,0.42987232426246613,1,3,1,156.43,0.99
282,121,62,1,0.42858270728967873,1,3,1,155.91,0.99
283,190,42,1,0.4272969591678097,1,3,1,156.93,0.99
284,199,37,1,0.4260150682903063,1,3,1,157.61,0.99
285,195,41,1,0.4247370230854354,1,3,1,160.7,0.99
286,189,42,1,0.4234628120161791,1,3,1,161.56,0.99
287,221,35,1,0.42219242358013054,1,3,1,162.16,0.99
288,186,46,1,0.4209258463093902,1,3,1,162.67,0.99
289,207,34,1,0.419663068770462,1,3,1,163.86,0.99
290,207,39,1,0.4184040795641506,1,3,1,165.03,0.99
291,221,30,1,0.41714886732545814,1,3,1,165.92,0.99
292,203,38,1,0.41589742072348174,1,3,1,166.58,0.99
293,212,30,1,0.4146497284613113,1,3,1,167.02,0.99
294,207,36,1,0.41340577927592737,1,3,1,167.25,0.99
295,178,44,1,0.41216556193809956,1,3,1,167.15,0.99
296,214,33,1,0.41092906525228523,1,3,1,167.88,0.99
297,211,35,1,0.40969627805652836,1,3,1,168.8,0.99
298,205,31,1,0.40846718922235875,1,3,1,169.08,0.99
299,187,41,1,0.40724178765469166,1,3,1,168.96,0.99
300,175,51,1,0.4060200622917276,1,3,1,169.59,0.99
301,183,45,1,0.4048020021048524,1,3,1,170.97,0.99
302,214,33,1,0.40358759609853784,1,3,1,171.31,0.99
303,187,39,1,0.4023768333102422,1,3,1,171.56,0.99
304,231,30,1,0.4011697028103115,1,3,1,172.48,0.99
305,213,33,1,0.3999661937018806,1,3,1,173.13,0.99
306,234,28,1,0.39876629512077494,1,3,1,174.37,0.99
307,201,40,1,0.3975699962354126,1,3,1,175.19,0.99
308,207,34,1,0.3963772862467064,1,3,1,176.38,0.99
309,191,40,1,0.39518815438796623,1,3,1,176.55,0.99
310,231,30,1,0.3940025899248023,1,3,1,177.47,0.99
311,231,35,1,0.3928205821550279,1,3,1,178.47,0.99
312,227,29,1,0.39164212040856283,1,3,1,178.94,0.99
313,219,32,1,0.39046719404733715,1,3,1,179.68,0.99
314,191,45,1,0.38929579246519513,1,3,1,180.78,0.99
315,233,28,1,0.38812790508779954,1,3,1,181.22,0.99
316,181,40,1,0.38696352137253615,1,3,1,181.05,0.99
317,199,37,1,0.38580263080841853,1,3,1,181.67,0.99
318,187,39,1,0.3846452229159933,1,3,1,187.76,1.0
319,153,53,1,0.3834912872472453,1,3,1,188.29,1.0
320,232,30,1,0.3823408133855036,1,3,1,188.64,1.0
321,239,32,1,0.38119379094534706,1,3,1,189.61,1.0
322,207,39,1,0.380050209572511,1,3,1,190.81,1.0
323,245,31,1,0.3789100589437935,1,3,1,191.47,1.0
324,229,37,1,0.3777733287669621,1,3,1,191.71,1.0
325,133,68,1,0.37664000878066123,1,3,1,191.51,1.0
326,226,31,1,0.37551008875431924,1,3,1,192.37,1.0
327,239,27,1,0.37438355848805627,1,3,1,193.91,1.0
328,257,24,1,0.3732604078125921,1,3,1,194.44,1.0
329,227,29,1,0.37214062658915437,1,3,1,195.15,1.0
330,204,33,1,0.3710242047093869,1,3,1,196.28,1.0
331,199,42,1,0.3699111320952587,1,3,1,196.65,1.0
332,189,42,1,0.36880139869897294,1,3,1,196.48,1.0
333,237,29,1,0.367694994502876,1,3,1,196.7,1.0
334,219,32,1,0.3665919095193674,1,3,1,196.88,1.0
335,243,28,1,0.36549213379080925,1,3,1,197.34,1.0
336,227,29,1,0.3643956573894368,1,3,1,197.74,1.0
337,244,28,1,0.3633024704172685,1,3,1,199.45,1.0
338,207,39,1,0.3622125630060167,1,3,1,199.97,1.0
339,206,36,1,0.3611259253169986,1,3,1,199.82,1.0
340,207,34,1,0.3600425475410476,1,3,1,200.01,1.0
341,227,31,1,0.3589624198984244,1,3,1,200.25,1.0
342,227,29,1,0.35788553263872913,1,3,1,200.63,1.0
343,224,28,1,0.35681187604081294,1,3,1,201.03,1.0
344,185,46,1,0.3557414404126905,1,3,1,201.17,1.0
345,230,32,1,0.35467421609145244,1,3,1,201.99,1.0
346,177,44,1,0.35361019344317807,1,3,1,201.55,1.0
347,195,36,1,0.35254936286284855,1,3,1,201.56,1.0
348,221,30,1,0.35149171477426,1,3,1,201.79,1.0
349,235,26,1,0.3504372396299372,1,3,1,202.42,1.0
350,203,33,1,0.3493859279110474,1,3,1,202.48,1.0
351,197,39,1,0.34833777012731426,1,3,1,202.62,1.0
352,247,29,1,0.34729275681693234,1,3,1,203.04,1.0
353,195,36,1,0.3462508785464815,1,3,1,202.94,1.0
354,245,26,1,0.34521212591084205,1,3,1,203.14,1.0
355,229,27,1,0.34417648953310953,1,3,1,203.74,1.0
356,203,38,1,0.3431439600645102,1,3,1,203.91,1.0
357,219,37,1,0.34211452818431665,1,3,1,203.67,1.0
358,227,29,1,0.3410881845997637,1,3,1,204.14,1.0
359,211,35,1,0.3400649200459644,1,3,1,205.16,1.0
360,242,30,1,0.3390447252858265,1,3,1,205.69,1.0
361,219,32,1,0.33802759110996905,1,3,1,206.97,1.0
362,237,29,1,0.3370135083366391,1,3,1,207.54,1.0
363,251,25,1,0.3360024678116292,1,3,1,208.73,1.0
364,233,28,1,0.3349944604081943,1,3,1,209.31,1.0
365,249,27,1,0.33398947702696974,1,3,1,210.15,1.0
366,225,31,1,0.3329875085958888,1,3,1,210.28,1.0
367,231,35,1,0.33198854607010114,1,3,1,210.68,1.0
368,203,33,1,0.33099258043189084,1,3,1,210.96,1.0
369,245,26,1,0.32999960269059514,1,3,1,211.34,1.0
370,243,28,1,0.32900960388252337,1,3,1,211.89,1.0
371,205,41,1,0.3280225750708758,1,3,1,212.55,1.0
372,195,41,1,0.32703850734566314,1,3,1,212.2,1.0
373,233,33,1,0.32605739182362614,1,3,1,212.54,1.0
374,247,24,1,0.3250792196481553,1,3,1,213.26,1.0
375,226,31,1,0.3241039819892108,1,3,1,213.18,1.0
376,219,32,1,0.32313167004324317,1,3,1,213.55,1.0
377,239,27,1,0.32216227503311345,1,3,1,213.59,1.0
378,263,23,1,0.3211957882080141,1,3,1,214.11,1.0
379,202,35,1,0.32023220084339005,1,3,1,213.88,1.0
380,205,36,1,0.31927150424085987,1,3,1,213.48,1.0
381,197,34,1,0.3183136897281373,1,3,1,213.63,1.0
382,227,29,1,0.31735874865895286,1,3,1,214.69,1.0
383,229,32,1,0.316406672412976,1,3,1,215.08,1.0
384,229,32,1,0.3154574523957371,1,3,1,215.38,1.0
385,217,34,1,0.3145110800385499,1,3,1,215.6,1.0
386,231,30,1,0.31356754679843424,1,3,1,216.02,1.0
387,208,39,1,0.31262684415803893,1,3,1,215.89,1.0
388,236,31,1,0.3116889636255648,1,3,1,216.39,1.0
389,199,37,1,0.3107538967346881,1,3,1,216.31,1.0
390,223,38,1,0.30982163504448407,1,3,1,216.47,1.0
391,231,30,1,0.3088921701393506,1,3,1,216.57,1.0
392,225,31,1,0.30796549362893255,1,3,1,216.79,1.0
393,217,34,1,0.30704159714804574,1,3,1,216.84,1.0
394,251,25,1,0.3061204723566016,1,3,1,217.28,1.0
395,246,26,1,0.3052021109395318,1,3,1,217.96,1.0
396,211,35,1,0.3042865046067132,1,3,1,217.93,1.0
397,263,23,1,0.30337364509289305,1,3,1,218.45,1.0
398,251,25,1,0.30246352415761435,1,3,1,218.91,1.0
399,253,28,1,0.3015561335851415,1,3,1,219.57,1.0
400,239,27,1,0.30065146518438607,1,3,1,220.21,1.0
401,249,27,1,0.2997495107888329,1,3,1,220.87,1.0
402,215,36,1,0.2988502622564664,1,3,1,220.88,1.0
403,211,35,1,0.29795371146969696,1,3,1,221.12,1.0
404,229,32,1,0.29705985033528787,1,3,1,221.1,1.0
405,237,29,1,0.296168670784282,1,3,1,221.34,1.0
406,251,25,1,0.29528016477192914,1,3,1,221.51,1.0
407,221,35,1,0.29439432427761336,1,3,1,221.71,1.0
408,231,30,1,0.2935111413047805,1,3,1,221.95,1.0
409,240,32,1,0.29263060788086614,1,3,1,222.44,1.0
410,251,25,1,0.2917527160572235,1,3,1,222.64,1.0
411,249,27,1,0.29087745790905184,1,3,1,222.82,1.0
412,206,41,1,0.2900048255353247,1,3,1,222.61,1.0
413,220,32,1,0.28913481105871874,1,3,1,222.62,1.0
414,257,24,1,0.28826740662554257,1,3,1,223.28,1.0
415,245,26,1,0.28740260440566595,1,3,1,223.4,1.0
416,239,27,1,0.28654039659244895,1,3,1,223.98,1.0
417,247,29,1,0.2856807754026716,1,3,1,224.46,1.0
418,226,31,1,0.2848237330764636,1,3,1,224.85,1.0
419,223,33,1,0.2839692618772342,1,3,1,225.55,1.0
420,227,34,1,0.2831173540916025,1,3,1,225.5,1.0
421,233,33,1,0.28226800202932767,1,3,1,225.44,1.0
422,235,26,1,0.28142119802323967,1,3,1,225.72,1.0
423,229,32,1,0.28057693442917,1,3,1,225.56,1.0
424,237,29,1,0.27973520362588244,1,3,1,225.64,1.0
