episode,level_id,level_name,total_reward,steps,success,epsilon,loss,collected_key,solved_puzzles,opened_door,moving_avg_reward,moving_success_rate
194,2,Advanced Puzzle Room,-384,150,0,0.5582911101079481,0.35929846480488775,1,0,0,-415.61,0.0
195,1,Alternative Maze Room,-387,150,0,0.5566162367776242,0.351889733436207,0,1,0,-414.34,0.0
196,2,Advanced Puzzle Room,-440,150,0,0.5549463880672914,0.3378282917290926,0,0,0,-414.87,0.0
197,0,Classic Escape Room,-345,150,0,0.5532815489030894,0.36728415414690974,1,1,0,-414.48,0.0
198,2,Advanced Puzzle Room,-355,150,0,0.5516217042563801,0.36347236479322115,0,0,0,-413.56,0.0
199,1,Alternative Maze Room,-365,150,0,0.549966839143611,0.3248678789784511,0,0,0,-412.22,0.0
200,0,Classic Escape Room,-370,150,0,0.5483169386261801,0.27657716187338033,1,1,0,-412.28,0.0
201,0,Classic Escape Room,-312,150,0,0.5466719878103016,0.34663954097777605,1,1,0,-411.73,0.0
202,0,Classic Escape Room,-365,150,0,0.5450319718468707,0.32655270675818127,0,0,0,-410.31,0.0
203,1,Alternative Maze Room,-346,150,0,0.5433968759313301,0.3189207968860865,0,1,0,-409.39,0.0
204,2,Advanced Puzzle Room,-389,150,0,0.5417666853035361,0.31099991044650477,1,0,0,-408.53,0.0
205,0,Classic Escape Room,-373,150,0,0.5401413852476254,0.3287822350611289,1,1,0,-407.01,0.0
206,0,Classic Escape Room,-319,150,0,0.5385209610918825,0.3173948477456967,1,1,0,-405.67,0.0
207,2,Advanced Puzzle Room,-420,150,0,0.5369053982086068,0.31252487873037654,0,0,0,-405.08,0.0
208,2,Advanced Puzzle Room,-415,150,0,0.535294682013981,0.3535830861578385,0,0,0,-404.34,0.0
209,1,Alternative Maze Room,-365,150,0,0.5336887979679391,0.35991389598697426,0,1,0,-403.51,0.0
210,2,Advanced Puzzle Room,-449,150,0,0.5320877315740353,0.3463063952078422,0,2,0,-403.86,0.0
211,2,Advanced Puzzle Room,-306,150,0,0.5304914683793133,0.33985571049153807,1,1,0,-402.95,0.0
212,2,Advanced Puzzle Room,-318,150,0,0.5288999939741753,0.31444067710389695,1,1,0,-400.53,0.0
213,2,Advanced Puzzle Room,-404,150,0,0.5273132939922528,0.34637238008280596,1,0,0,-401.0,0.0
214,1,Alternative Maze Room,-357,150,0,0.525731354110276,0.3563230009749532,1,1,0,-399.27,0.0
215,0,Classic Escape Room,-334,150,0,0.5241541600479452,0.33158992069462934,1,1,0,-397.82,0.0
216,2,Advanced Puzzle Room,-378,150,0,0.5225816975678014,0.32781317465007304,1,0,0,-398.09,0.0
217,2,Advanced Puzzle Room,-395,150,0,0.521013952475098,0.2966724770640333,0,0,0,-398.11,0.0
218,2,Advanced Puzzle Room,-399,150,0,0.5194509106176727,0.3387713213823736,1,0,0,-397.05,0.0
219,1,Alternative Maze Room,-438,150,0,0.5178925578858197,0.3131811831270655,0,1,0,-396.88,0.0
220,1,Alternative Maze Room,-374,150,0,0.5163388802121622,0.33514090315749245,1,1,0,-396.31,0.0
221,2,Advanced Puzzle Room,-404,150,0,0.5147898635715258,0.36792616203427314,1,0,0,-395.77,0.0
222,1,Alternative Maze Room,-324,150,0,0.5132454939808112,0.3328315740575393,0,1,0,-394.73,0.0
223,1,Alternative Maze Room,-303,150,0,0.5117057574988688,0.3362558425217867,0,1,0,-393.9,0.0
224,2,Advanced Puzzle Room,-393,150,0,0.5101706402263723,0.3232477477689584,1,0,0,-392.75,0.0
225,2,Advanced Puzzle Room,-345,150,0,0.5086401283056932,0.3389658778409163,0,0,0,-392.14,0.0
226,0,Classic Escape Room,-299,150,0,0.5071142079207761,0.3398795456190904,1,0,0,-390.49,0.0
227,1,Alternative Maze Room,-301,150,0,0.5055928652970137,0.37302533770600954,0,1,0,-389.6,0.0
228,0,Classic Escape Room,-391,150,0,0.5040760867011227,0.30424700809021793,1,1,0,-388.9,0.0
229,0,Classic Escape Room,-274,150,0,0.5025638584410194,0.3039186385273933,1,1,0,-387.1,0.0
230,2,Advanced Puzzle Room,-450,150,0,0.5010561668656963,0.3109735004728039,0,0,0,-388.27,0.0
231,1,Alternative Maze Room,-358,150,0,0.49955299836509925,0.3248530988022685,0,1,0,-387.25,0.0
232,0,Classic Escape Room,-370,150,0,0.49805433937000393,0.3219743555535873,1,1,0,-387.01,0.0
