episode,stage,stage_name,rows,cols,wall_density,num_puzzles,level_seed,total_reward,steps,success,rolling_success,collected_key,solved_puzzles,opened_door,epsilon,loss
585,1,stage_1_small_easy,6,6,0.109,1,557,-173,108,0,0.01,0,0,0,0.31000353995956176,0.8229260968941229
586,1,stage_1_small_easy,6,6,0.1156,1,557,-130,108,0,0.01,1,1,0,0.30938353287964265,0.8189029699122464
587,1,stage_1_small_easy,6,6,0.0898,1,700,-148,108,0,0.01,0,0,0,0.30876476581388335,0.8273033706678284
588,1,stage_1_small_easy,6,6,0.0866,1,264,-221,108,0,0.01,1,1,0,0.3081472362822556,0.8245687412994879
589,1,stage_1_small_easy,6,6,0.1082,1,574,-153,108,0,0.01,0,0,0,0.3075309418096911,0.8046115358118657
590,1,stage_1_small_easy,6,6,0.1184,1,317,-163,108,0,0.01,0,0,0,0.3069158799260717,0.761103216972616
591,1,stage_1_small_easy,6,6,0.0883,1,235,-121,108,0,0.01,1,1,0,0.3063020481662196,1.0094528689428612
592,1,stage_1_small_easy,6,6,0.0875,1,603,-150,108,0,0.01,1,1,0,0.30568944406988713,0.8607888732243467
593,1,stage_1_small_easy,6,6,0.0913,1,484,-132,108,0,0.01,0,1,0,0.30507806518174735,0.8268171013505371
594,1,stage_1_small_easy,6,6,0.0938,1,190,-154,108,0,0.01,1,1,0,0.3044679090513839,0.7649212981815692
595,1,stage_1_small_easy,6,6,0.0929,1,381,-148,108,0,0.01,0,0,0,0.3038589732332811,0.8009069807551525
596,1,stage_1_small_easy,6,6,0.107,1,104,-188,108,0,0.01,0,0,0,0.3032512552868145,0.7822277027147787
597,1,stage_1_small_easy,6,6,0.0879,1,974,-106,108,0,0.01,1,1,0,0.30264475277624087,0.781066107529181
598,1,stage_1_small_easy,6,6,0.0813,1,913,-121,108,0,0.01,1,1,0,0.30203946327068837,0.6983739639873858
599,1,stage_1_small_easy,6,6,0.0947,1,580,-110,108,0,0.01,1,1,0,0.301435384344147,0.7259098007171242
600,1,stage_1_small_easy,6,6,0.0996,1,675,-188,108,0,0.01,0,0,0,0.3008325135754587,0.717055338676329
601,1,stage_1_small_easy,6,6,0.1045,1,80,-138,108,0,0.01,0,0,0,0.3002308485483078,0.8633050758529592
602,1,stage_1_small_easy,6,6,0.1018,1,756,-163,108,0,0.01,0,0,0,0.2996303868512112,0.7281333693751583
603,1,stage_1_small_easy,6,6,0.1047,1,459,-138,108,0,0.01,0,0,0,0.29903112607750876,0.7547835793208193
604,1,stage_1_small_easy,6,6,0.1193,1,354,-156,108,0,0.01,1,1,0,0.29843306382535373,0.6798892694490927
605,1,stage_1_small_easy,6,6,0.0952,1,289,-153,108,0,0.01,0,0,0,0.29783619769770303,0.6819086077588575
606,1,stage_1_small_easy,6,6,0.1022,1,650,-143,108,0,0.01,0,0,0,0.2972405253023076,0.6598351509482773
607,1,stage_1_small_easy,6,6,0.0862,1,939,-218,108,0,0.01,0,0,0,0.296646044251703,0.6397706623430606
608,1,stage_1_small_easy,6,6,0.0988,1,311,-115,108,0,0.01,1,1,0,0.2960527521631996,0.6811607648377065
609,1,stage_1_small_easy,6,6,0.0939,1,449,-148,108,0,0.0,0,0,0,0.29546064665887317,0.6285885459295025
610,1,stage_1_small_easy,6,6,0.0826,1,339,-158,108,0,0.0,0,0,0,0.29486972536555545,0.6058825502792994
611,1,stage_1_small_easy,6,6,0.081,1,159,-192,108,0,0.0,0,0,0,0.29427998591482435,0.6981632190722006
612,1,stage_1_small_easy,6,6,0.1151,1,181,-237,108,0,0.0,1,0,0,0.2936914259429947,0.6153645727921415
613,1,stage_1_small_easy,6,6,0.106,1,10,-182,108,0,0.0,0,0,0,0.2931040430911087,0.6080915105563623
614,1,stage_1_small_easy,6,6,0.0872,1,450,-178,108,0,0.0,0,0,0,0.2925178350049265,0.5802434644213429
615,1,stage_1_small_easy,6,6,0.0864,1,917,-171,108,0,0.0,1,0,0,0.29193279933491667,0.5857318992967959
616,1,stage_1_small_easy,6,6,0.0989,1,751,-178,108,0,0.0,0,0,0,0.2913489337362468,0.5542348275581995
617,1,stage_1_small_easy,6,6,0.0956,1,339,-121,108,0,0.0,1,1,0,0.2907662358687743,0.5098090864442013
618,1,stage_1_small_easy,6,6,0.0824,1,225,-168,108,0,0.0,0,0,0,0.2901847033970368,0.5240454762070267
619,1,stage_1_small_easy,6,6,0.1019,1,386,-163,108,0,0.0,0,0,0,0.2896043339902427,0.5032441530514646
620,1,stage_1_small_easy,6,6,0.0816,1,377,-112,108,0,0.0,1,0,0,0.2890251253222622,0.5211427628442094
621,1,stage_1_small_easy,6,6,0.0924,1,33,-122,108,0,0.0,1,0,0,0.2884470750716177,0.5820483443913637
622,1,stage_1_small_easy,6,6,0.115,1,481,-213,108,0,0.0,0,0,0,0.2878701809214745,0.518995794709082
623,1,stage_1_small_easy,6,6,0.0808,1,814,-182,108,0,0.0,0,0,0,0.28729444055963155,0.5819734853726847
624,1,stage_1_small_easy,6,6,0.1084,1,206,-168,108,0,0.0,0,0,0,0.28671985167851227,0.4476852906798875
625,1,stage_1_small_easy,6,6,0.0973,1,484,-158,108,0,0.0,0,0,0,0.2861464119751552,0.48390868582107405
626,1,stage_1_small_easy,6,6,0.1016,1,875,-148,108,0,0.0,0,0,0,0.2855741191512049,0.4635063924447254
627,1,stage_1_small_easy,6,6,0.1005,1,641,-127,108,0,0.0,0,1,0,0.2850029709129025,0.4689738537978243
628,1,stage_1_small_easy,6,6,0.0838,1,917,-143,108,0,0.0,0,0,0,0.2844329649710767,0.47446264423154016
629,1,stage_1_small_easy,6,6,0.1025,1,930,-157,108,0,0.0,0,0,0,0.2838640990411345,0.4229956952234109
630,1,stage_1_small_easy,6,6,0.1026,1,156,-115,108,0,0.0,1,1,0,0.28329637084305226,0.4211931555635399
631,1,stage_1_small_easy,6,6,0.1094,1,517,-142,108,0,0.0,1,0,0,0.2827297781013662,0.4882251424369989
632,1,stage_1_small_easy,6,6,0.0803,1,263,-121,108,0,0.0,1,1,0,0.28216431854516344,0.4334218357172277
633,1,stage_1_small_easy,6,6,0.0874,1,752,-167,108,0,0.0,1,0,0,0.2815999899080731,0.3856281006225833
634,1,stage_1_small_easy,6,6,0.091,1,836,-132,108,0,0.0,0,1,0,0.281036789928257,0.38314296663911257
635,1,stage_1_small_easy,6,6,0.0869,1,832,-136,108,0,0.0,1,1,0,0.2804747163484005,0.3852533033048665
636,1,stage_1_small_easy,6,6,0.1194,1,513,-106,108,0,0.0,1,1,0,0.2799137669157037,0.3727576869229476
637,1,stage_1_small_easy,6,6,0.1053,1,194,-163,108,0,0.0,0,0,0,0.2793539393818723,0.3745451046636811
638,1,stage_1_small_easy,6,6,0.0941,1,787,-158,108,0,0.0,0,0,0,0.2787952315031086,0.3797316813358554
639,1,stage_1_small_easy,6,6,0.111,1,570,-130,108,0,0.0,1,1,0,0.27823764104010235,0.3708483412585877
640,1,stage_1_small_easy,6,6,0.1055,1,403,-131,108,0,0.0,1,1,0,0.27768116575802215,0.3732465698763176
641,1,stage_1_small_easy,6,6,0.1015,1,941,-174,108,0,0.0,1,1,0,0.2771258034265061,0.36687953563200104
642,1,stage_1_small_easy,6,6,0.1098,1,740,-148,108,0,0.0,0,0,0,0.2765715518196531,0.32507536422323297
643,1,stage_1_small_easy,6,6,0.1059,1,792,-131,108,0,0.0,1,1,0,0.2760184087160138,0.3288105588268351
644,1,stage_1_small_easy,6,6,0.1062,1,259,-152,108,0,0.0,1,0,0,0.27546637189858175,0.3466579534665302
645,1,stage_1_small_easy,6,6,0.0868,1,892,-147,108,0,0.0,1,0,0,0.2749154391547846,0.35839978343358747
646,1,stage_1_small_easy,6,6,0.0914,1,264,-142,108,0,0.0,1,0,0,0.27436560827647505,0.37118053781213584
647,1,stage_1_small_easy,6,6,0.112,1,337,-121,108,0,0.0,1,1,0,0.2738168770599221,0.322847239535164
648,1,stage_1_small_easy,6,6,0.0894,1,936,-180,108,0,0.0,1,1,0,0.2732692433058022,0.3002061221610617
649,1,stage_1_small_easy,6,6,0.0982,1,607,-147,108,0,0.0,0,1,0,0.2727227048191906,0.28588313292022105
650,1,stage_1_small_easy,6,6,0.0946,1,428,-178,108,0,0.0,0,0,0,0.27217725940955223,0.3392280345713651
651,1,stage_1_small_easy,6,6,0.0992,1,739,-141,108,0,0.0,1,1,0,0.2716329048907331,0.3680296126339171
652,1,stage_1_small_easy,6,6,0.1067,1,629,-127,108,0,0.0,1,0,0,0.2710896390809516,0.3113104472005809
653,1,stage_1_small_easy,6,6,0.1103,1,157,-163,108,0,0.0,0,0,0,0.2705474598027897,0.3088707184350049
654,1,stage_1_small_easy,6,6,0.12,1,258,-187,108,0,0.0,1,0,0,0.27000636488318414,0.34023655937225733
655,1,stage_1_small_easy,6,6,0.1163,1,308,-131,108,0,0.0,1,1,0,0.26946635215341774,0.32499640048653994
656,1,stage_1_small_easy,6,6,0.1198,1,180,-126,108,0,0.0,1,1,0,0.2689274194491109,0.30450015901415434
657,1,stage_1_small_easy,6,6,0.1009,1,328,-136,108,0,0.0,1,1,0,0.2683895646102127,0.2655018986099296
658,1,stage_1_small_easy,6,6,0.0986,1,619,-111,108,0,0.0,1,1,0,0.2678527854809923,0.26548834627977125
659,1,stage_1_small_easy,6,6,0.0901,1,384,-152,108,0,0.0,1,0,0,0.2673170799100303,0.3013987697109028
660,1,stage_1_small_easy,6,6,0.1175,1,432,-111,108,0,0.0,1,1,0,0.2667824457502102,0.2832877187541238
661,1,stage_1_small_easy,6,6,0.1089,1,424,-166,108,0,0.0,1,0,0,0.2662488808587098,0.3077716129245581
662,1,stage_1_small_easy,6,6,0.1085,1,30,-156,108,0,0.0,1,1,0,0.26571638309699236,0.2520864520359922
663,1,stage_1_small_easy,6,6,0.1179,1,562,-198,108,0,0.0,0,0,0,0.26518495033079836,0.26492408994171357
664,1,stage_1_small_easy,6,6,0.1022,1,592,-116,108,0,0.0,1,1,0,0.2646545804301368,0.2711664193344337
665,1,stage_1_small_easy,6,6,0.1043,1,315,-141,108,0,0.0,1,1,0,0.26412527126927654,0.2859270066988689
666,1,stage_1_small_easy,6,6,0.0888,1,807,-173,108,0,0.0,0,0,0,0.26359702072673796,0.28144843959146076
667,1,stage_1_small_easy,6,6,0.1193,1,323,-171,108,0,0.0,1,1,0,0.2630698266852845,0.2854055855423212
668,1,stage_1_small_easy,6,6,0.0995,1,503,-106,108,0,0.0,1,1,0,0.26254368703191394,0.242667638041355
669,1,stage_1_small_easy,6,6,0.111,1,944,-131,108,0,0.0,1,1,0,0.2620185996578501,0.27433075666151663
670,1,stage_1_small_easy,6,6,0.1125,1,314,-126,108,0,0.0,1,1,0,0.2614945624585344,0.26153491872052353
671,1,stage_1_small_easy,6,6,0.0858,1,199,-151,108,0,0.0,1,1,0,0.26097157333361737,0.31300224929496095
672,1,stage_1_small_easy,6,6,0.0996,1,587,-146,108,0,0.0,1,1,0,0.2604496301869501,0.2933347696369445
673,1,stage_1_small_easy,6,6,0.1052,1,576,-132,108,0,0.0,1,0,0,0.2599287309265762,0.2725716534036177
674,1,stage_1_small_easy,6,6,0.0921,1,902,-146,108,0,0.0,1,1,0,0.259408873464723,0.2708986266343682
675,1,stage_1_small_easy,6,6,0.0817,1,902,-132,108,0,0.0,0,1,0,0.25889005571779355,0.2808768033153481
676,1,stage_1_small_easy,6,6,0.0923,1,594,-131,108,0,0.0,1,1,0,0.25837227560635795,0.28260684441085215
677,1,stage_1_small_easy,6,6,0.1108,1,414,-106,108,0,0.0,1,1,0,0.25785553105514525,0.256633802972458
678,1,stage_1_small_easy,6,6,0.0837,1,966,-126,108,0,0.0,1,0,0,0.25733981999303496,0.2745838583343559
679,1,stage_1_small_easy,6,6,0.1068,1,148,-84,108,0,0.0,1,1,1,0.2568251403530489,0.3208381669526851
680,1,stage_1_small_easy,6,6,0.1105,1,274,-183,108,0,0.0,0,0,0,0.2563114900723428,0.22931598802959477
681,1,stage_1_small_easy,6,6,0.0986,1,298,-111,108,0,0.0,1,1,0,0.25579886709219807,0.2833951038342935
682,1,stage_1_small_easy,6,6,0.0898,1,999,-162,108,0,0.0,1,0,0,0.25528726935801366,0.2918348563490091
683,1,stage_1_small_easy,6,6,0.1121,1,158,-111,108,0,0.0,1,1,0,0.25477669481929766,0.2606590086663211
684,1,stage_1_small_easy,6,6,0.1092,1,89,-162,108,0,0.0,0,0,0,0.25426714142965906,0.2658419177212097
685,1,stage_1_small_easy,6,6,0.0909,1,678,-111,108,0,0.0,1,1,0,0.25375860714679976,0.2934255492356088
686,1,stage_1_small_easy,6,6,0.0952,1,317,-106,108,0,0.0,1,1,0,0.25325108993250617,0.27557842026430146
687,1,stage_1_small_easy,6,6,0.0876,1,654,-136,108,0,0.0,1,1,0,0.25274458775264114,0.24011563647676398
688,1,stage_1_small_easy,6,6,0.1139,1,486,-115,108,0,0.0,1,1,0,0.25223909857713583,0.2447654349660432
689,1,stage_1_small_easy,6,6,0.1085,1,918,-146,108,0,0.0,1,1,0,0.25173462037998157,0.3089251157448248
690,1,stage_1_small_easy,6,6,0.0952,1,400,-91,108,0,0.0,1,1,0,0.2512311511392216,0.21485768748378312
691,1,stage_1_small_easy,6,6,0.1065,1,59,-116,108,0,0.0,1,1,0,0.25072868883694316,0.2769213316065294
692,1,stage_1_small_easy,6,6,0.1053,1,622,-121,108,0,0.0,1,1,0,0.2502272314592693,0.3098280188386087
693,1,stage_1_small_easy,6,6,0.0833,1,222,-125,108,0,0.0,1,1,0,0.24972677699635074,0.2327813649619067
694,1,stage_1_small_easy,6,6,0.1161,1,719,-126,108,0,0.0,1,1,0,0.24922732344235804,0.24238022954927552
695,1,stage_1_small_easy,6,6,0.1051,1,267,-106,108,0,0.0,1,1,0,0.24872886879547332,0.22098501895864806
696,1,stage_1_small_easy,6,6,0.113,1,216,-91,108,0,0.0,1,1,0,0.24823141105788238,0.255813038735478
697,1,stage_1_small_easy,6,6,0.1148,1,339,-167,108,0,0.0,0,1,0,0.2477349482357666,0.23345386519752168
698,1,stage_1_small_easy,6,6,0.0983,1,143,-136,108,0,0.0,1,1,0,0.24723947833929508,0.21410114504396915
699,1,stage_1_small_easy,6,6,0.1,1,66,-171,108,0,0.0,1,1,0,0.2467449993826165,0.2080434150993824
700,1,stage_1_small_easy,6,6,0.0974,1,769,-126,108,0,0.0,1,1,0,0.24625150938385126,0.22514549615206542
701,1,stage_1_small_easy,6,6,0.0929,1,242,-135,108,0,0.0,1,1,0,0.24575900636508355,0.2861023952287656
702,1,stage_1_small_easy,6,6,0.1144,1,923,-126,108,0,0.0,1,1,0,0.24526748835235337,0.2694531450117076
703,1,stage_1_small_easy,6,6,0.0807,1,278,-142,108,0,0.0,1,0,0,0.24477695337564867,0.2617143518118947
704,1,stage_1_small_easy,6,6,0.0925,1,112,-111,108,0,0.0,1,1,0,0.24428739946889738,0.26786744263437057
705,1,stage_1_small_easy,6,6,0.1012,1,891,-146,108,0,0.0,1,1,0,0.24379882466995959,0.27086606966676535
706,1,stage_1_small_easy,6,6,0.1043,1,232,-136,108,0,0.0,1,0,0,0.24331122702061966,0.23232976954292367
707,1,stage_1_small_easy,6,6,0.0858,1,998,-132,108,0,0.0,0,1,0,0.24282460456657842,0.27648197217947906
708,1,stage_1_small_easy,6,6,0.0801,1,872,-111,108,0,0.0,1,1,0,0.24233895535744526,0.22905090540923453
709,1,stage_1_small_easy,6,6,0.0822,1,683,-131,108,0,0.0,1,1,0,0.24185427744673038,0.23450082085198826
710,1,stage_1_small_easy,6,6,0.107,1,749,-146,108,0,0.0,1,1,0,0.24137056889183692,0.22631404783438752
711,1,stage_1_small_easy,6,6,0.1182,1,917,-193,108,0,0.0,0,0,0,0.24088782775405324,0.2584188437020337
712,1,stage_1_small_easy,6,6,0.0957,1,610,-121,108,0,0.0,1,1,0,0.24040605209854513,0.23367631732037775
713,1,stage_1_small_easy,6,6,0.1154,1,424,-131,108,0,0.0,1,1,0,0.23992523999434803,0.237122878846195
714,1,stage_1_small_easy,6,6,0.0825,1,953,-137,108,0,0.0,0,1,0,0.23944538951435934,0.23432930717589678
715,1,stage_1_small_easy,6,6,0.1153,1,350,-116,108,0,0.0,1,1,0,0.23896649873533063,0.2430740467928074
716,1,stage_1_small_easy,6,6,0.0932,1,528,-111,108,0,0.0,1,1,0,0.23848856573785998,0.2433094309160003
717,1,stage_1_small_easy,6,6,0.1117,1,410,-136,108,0,0.0,1,0,0,0.23801158860638427,0.2160680255404225
718,1,stage_1_small_easy,6,6,0.1197,1,950,-167,108,0,0.0,1,0,0,0.2375355654291715,0.24982032304008803
719,1,stage_1_small_easy,6,6,0.1136,1,770,-116,108,0,0.0,1,1,0,0.23706049429831316,0.21055474891154854
720,1,stage_1_small_easy,6,6,0.0971,1,941,-121,108,0,0.0,1,1,0,0.23658637330971655,0.20645081396732065
721,1,stage_1_small_easy,6,6,0.0876,1,639,-101,108,0,0.0,1,1,0,0.23611320056309712,0.2557825600659406
722,1,stage_1_small_easy,6,6,0.1148,1,514,-116,108,0,0.0,1,1,0,0.2356409741619709,0.27955297339293694
723,1,stage_1_small_easy,6,6,0.1065,1,492,-131,108,0,0.0,1,1,0,0.23516969221364697,0.24579281842818967
724,1,stage_1_small_easy,6,6,0.1187,1,863,-172,108,0,0.0,0,1,0,0.2346993528292197,0.23589828803583426
725,1,stage_1_small_easy,6,6,0.1081,1,808,-96,108,0,0.0,1,1,0,0.23422995412356126,0.2238816815531916
726,1,stage_1_small_easy,6,6,0.0859,1,661,-131,108,0,0.0,1,1,0,0.23376149421531414,0.23550370549438177
727,1,stage_1_small_easy,6,6,0.084,1,500,-151,108,0,0.0,1,1,0,0.2332939712268835,0.2510683048102591
728,1,stage_1_small_easy,6,6,0.1029,1,621,-156,108,0,0.0,1,1,0,0.23282738328442973,0.20610215494202244
729,1,stage_1_small_easy,6,6,0.1041,1,143,-126,108,0,0.0,1,1,0,0.23236172851786085,0.26166622430362085
730,1,stage_1_small_easy,6,6,0.11,1,963,-131,108,0,0.0,1,1,0,0.23189700506082514,0.2166731768736133
731,1,stage_1_small_easy,6,6,0.117,1,282,-167,108,0,0.0,1,0,0,0.2314332110507035,0.2744348979796524
732,1,stage_1_small_easy,6,6,0.0978,1,559,-101,108,0,0.0,1,1,0,0.23097034462860208,0.2490718946274784
733,1,stage_1_small_easy,6,6,0.0959,1,193,-131,108,0,0.0,1,1,0,0.23050840393934488,0.21233296684092945
734,1,stage_1_small_easy,6,6,0.1154,1,948,-127,108,0,0.0,1,0,0,0.2300473871314662,0.2231800422348358
735,1,stage_1_small_easy,6,6,0.0931,1,622,-121,108,0,0.0,1,1,0,0.22958729235720327,0.22982889731173162
736,1,stage_1_small_easy,6,6,0.0898,1,353,-80,108,0,0.0,1,1,1,0.22912811777248887,0.19528096038158294
737,1,stage_1_small_easy,6,6,0.1191,1,966,-136,108,0,0.0,1,1,0,0.22866986153694388,0.23528088587853643
738,1,stage_1_small_easy,6,6,0.1117,1,876,-146,108,0,0.0,1,1,0,0.22821252181387,0.21211789293145691
739,1,stage_1_small_easy,6,6,0.1072,1,864,-91,108,0,0.0,1,1,0,0.22775609677024225,0.18697244963712162
740,1,stage_1_small_easy,6,6,0.1128,1,479,-101,108,0,0.0,1,1,0,0.22730058457670177,0.21801259934350295
741,1,stage_1_small_easy,6,6,0.0962,1,828,-126,108,0,0.0,1,1,0,0.22684598340754836,0.25602540208233726
742,1,stage_1_small_easy,6,6,0.0853,1,337,-106,108,0,0.0,1,1,0,0.22639229144073325,0.24742454504249273
743,1,stage_1_small_easy,6,6,0.0996,1,7,-106,108,0,0.0,1,1,0,0.22593950685785177,0.2533379904925823
744,1,stage_1_small_easy,6,6,0.0966,1,305,-147,108,0,0.0,1,0,0,0.22548762784413606,0.2232652441770942
745,1,stage_1_small_easy,6,6,0.0831,1,890,-106,108,0,0.0,1,1,0,0.2250366525884478,0.2132190784646405
746,1,stage_1_small_easy,6,6,0.1129,1,135,-111,108,0,0.0,1,1,0,0.2245865792832709,0.2431598877603257
747,1,stage_1_small_easy,6,6,0.1125,1,248,-121,108,0,0.0,1,1,0,0.22413740612470434,0.2051942164975184
748,1,stage_1_small_easy,6,6,0.0991,1,28,-81,108,0,0.0,1,1,0,0.22368913131245494,0.20924386002675252
749,1,stage_1_small_easy,6,6,0.0906,1,453,-121,108,0,0.0,1,1,0,0.22324175304983002,0.2770300951130964
750,1,stage_1_small_easy,6,6,0.1149,1,933,-126,108,0,0.0,1,1,0,0.22279526954373036,0.22043251425579743
751,1,stage_1_small_easy,6,6,0.0806,1,730,-96,108,0,0.0,1,1,0,0.2223496790046429,0.24533639241147925
752,1,stage_1_small_easy,6,6,0.1182,1,300,-130,108,0,0.0,1,1,0,0.2219049796466336,0.23333000778048127
753,1,stage_1_small_easy,6,6,0.1091,1,204,-126,108,0,0.0,1,1,0,0.22146116968734034,0.25521743000933417
754,1,stage_1_small_easy,6,6,0.1094,1,309,-95,108,0,0.0,1,1,0,0.22101824734796566,0.21332942032151753
755,1,stage_1_small_easy,6,6,0.1146,1,683,-136,108,0,0.0,1,1,0,0.22057621085326973,0.21203375469755242
756,1,stage_1_small_easy,6,6,0.1171,1,80,-121,108,0,0.0,1,1,0,0.2201350584315632,0.21401090112825236
757,1,stage_1_small_easy,6,6,0.1014,1,331,-116,108,0,0.0,1,1,0,0.21969478831470007,0.1937457914981577
758,1,stage_1_small_easy,6,6,0.1109,1,784,-136,108,0,0.0,1,1,0,0.21925539873807068,0.20307548426919514
759,1,stage_1_small_easy,6,6,0.111,1,549,-121,108,0,0.0,1,1,0,0.21881688794059453,0.21810739735762277
760,1,stage_1_small_easy,6,6,0.0829,1,608,-127,108,0,0.0,0,1,0,0.21837925416471335,0.23464882166849244
761,1,stage_1_small_easy,6,6,0.0997,1,533,-152,108,0,0.0,1,0,0,0.21794249565638393,0.24072477304273182
762,1,stage_1_small_easy,6,6,0.086,1,904,-86,108,0,0.0,1,1,0,0.21750661066507115,0.26111455378984966
763,1,stage_1_small_easy,6,6,0.1158,1,594,-111,108,0,0.0,1,1,0,0.21707159744374102,0.2339976188485269
764,1,stage_1_small_easy,6,6,0.103,1,72,-111,108,0,0.0,1,1,0,0.21663745424885353,0.2379906360335924
765,1,stage_1_small_easy,6,6,0.1131,1,840,-111,108,0,0.0,1,1,0,0.21620417934035582,0.19927766615593875
766,1,stage_1_small_easy,6,6,0.1026,1,39,-116,108,0,0.0,1,1,0,0.2157717709816751,0.23070850837285872
767,1,stage_1_small_easy,6,6,0.0803,1,840,-111,108,0,0.0,1,1,0,0.21534022743971176,0.2160461496009871
768,1,stage_1_small_easy,6,6,0.0918,1,179,-75,108,0,0.0,1,1,1,0.21490954698483233,0.23783878678524936
769,1,stage_1_small_easy,6,6,0.1059,1,684,-121,108,0,0.0,1,1,0,0.21447972789086267,0.2116111707356241
770,1,stage_1_small_easy,6,6,0.0851,1,612,-111,108,0,0.0,1,1,0,0.21405076843508095,0.2158192060197945
771,1,stage_1_small_easy,6,6,0.106,1,30,-91,108,0,0.0,1,1,0,0.21362266689821077,0.2512886840850115
772,1,stage_1_small_easy,6,6,0.0962,1,175,-111,108,0,0.0,1,1,0,0.21319542156441434,0.22171550595925915
773,1,stage_1_small_easy,6,6,0.1068,1,531,-101,108,0,0.0,1,1,0,0.21276903072128553,0.21737352820734182
774,1,stage_1_small_easy,6,6,0.1038,1,425,-136,108,0,0.0,1,1,0,0.21234349265984295,0.20331193341149223
775,1,stage_1_small_easy,6,6,0.1135,1,346,-126,108,0,0.0,1,1,0,0.21191880567452326,0.2577919379842502
776,1,stage_1_small_easy,6,6,0.1027,1,36,-136,108,0,0.0,1,1,0,0.21149496806317422,0.19947393397214236
777,1,stage_1_small_easy,6,6,0.0917,1,337,-142,108,0,0.0,0,1,0,0.21107197812704787,0.2290757616498956
778,1,stage_1_small_easy,6,6,0.0872,1,282,-155,108,0,0.0,1,1,0,0.21064983417079378,0.24150613026210555
779,1,stage_1_small_easy,6,6,0.1119,1,774,-126,108,0,0.0,1,1,0,0.21022853450245219,0.254079616042199
780,1,stage_1_small_easy,6,6,0.1117,1,419,-100,108,0,0.0,1,1,0,0.2098080774334473,0.21018561707050712
781,1,stage_1_small_easy,6,6,0.1024,1,904,-116,108,0,0.0,1,1,0,0.20938846127858038,0.23375931113130516
782,1,stage_1_small_easy,6,6,0.1057,1,221,-121,108,0,0.0,1,1,0,0.20896968435602323,0.23740664069299344
783,1,stage_1_small_easy,6,6,0.089,1,553,-147,108,0,0.0,0,1,0,0.2085517449873112,0.23969430690286336
784,1,stage_1_small_easy,6,6,0.1152,1,28,-116,108,0,0.0,1,1,0,0.20813464149733657,0.21413778134242253
785,1,stage_1_small_easy,6,6,0.0852,1,559,-96,108,0,0.0,1,1,0,0.2077183722143419,0.20553532932643537
786,1,stage_1_small_easy,6,6,0.0805,1,141,-101,108,0,0.0,1,1,0,0.2073029354699132,0.2000419062182859
787,1,stage_1_small_easy,6,6,0.1086,1,798,-142,108,0,0.0,0,1,0,0.20688832959897338,0.19279347615385498
788,1,stage_1_small_easy,6,6,0.1101,1,197,-126,108,0,0.0,1,1,0,0.20647455293977543,0.21258721990441834
789,1,stage_1_small_easy,6,6,0.1078,1,503,-81,108,0,0.0,1,1,0,0.20606160383389588,0.1936466507613659
790,1,stage_1_small_easy,6,6,0.0823,1,713,-131,108,0,0.0,1,1,0,0.2056494806262281,0.20959605083421426
791,1,stage_1_small_easy,6,6,0.0914,1,238,-120,108,0,0.0,1,1,0,0.20523818166497565,0.2699019643995497
792,1,stage_1_small_easy,6,6,0.0875,1,124,-121,108,0,0.0,1,1,0,0.2048277053016457,0.22027483334143957
793,1,stage_1_small_easy,6,6,0.1188,1,925,-143,108,0,0.0,0,0,0,0.20441804989104242,0.22562163957843073
794,1,stage_1_small_easy,6,6,0.1151,1,547,-111,108,0,0.0,1,1,0,0.20400921379126033,0.24304963055032272
795,1,stage_1_small_easy,6,6,0.0902,1,523,-96,108,0,0.0,1,1,0,0.20360119536367782,0.221912514211403
796,1,stage_1_small_easy,6,6,0.116,1,512,-167,108,0,0.0,1,0,0,0.20319399297295046,0.22398538473579618
797,1,stage_1_small_easy,6,6,0.0872,1,294,-122,108,0,0.0,0,1,0,0.20278760498700457,0.22090015415516165
798,1,stage_1_small_easy,6,6,0.0994,1,253,-116,108,0,0.0,1,1,0,0.20238202977703057,0.2094626003117473
799,1,stage_1_small_easy,6,6,0.0991,1,366,-101,108,0,0.0,1,1,0,0.2019772657174765,0.20912855629015853
800,1,stage_1_small_easy,6,6,0.1172,1,810,-121,108,0,0.0,1,1,0,0.20157331118604155,0.20161746545798248
801,1,stage_1_small_easy,6,6,0.1127,1,518,-116,108,0,0.0,1,1,0,0.20117016456366946,0.2562491457771372
802,1,stage_1_small_easy,6,6,0.1174,1,410,-116,108,0,0.0,1,1,0,0.20076782423454212,0.259088349149183
803,1,stage_1_small_easy,6,6,0.1129,1,495,-101,108,0,0.0,1,1,0,0.20036628858607303,0.2295285181866752
804,1,stage_1_small_easy,6,6,0.0818,1,474,-111,108,0,0.0,1,1,0,0.19996555600890087,0.23314418181501054
805,1,stage_1_small_easy,6,6,0.1105,1,236,-106,108,0,0.0,1,1,0,0.19956562489688306,0.2348015068995732
806,1,stage_1_small_easy,6,6,0.097,1,554,-106,108,0,0.0,1,1,0,0.1991664936470893,0.19560343716983442
807,1,stage_1_small_easy,6,6,0.0962,1,536,-101,108,0,0.0,1,1,0,0.1987681606597951,0.19323293775044106
808,1,stage_1_small_easy,6,6,0.1155,1,166,-173,108,0,0.0,0,0,0,0.19837062433847552,0.2014850491174945
809,1,stage_1_small_easy,6,6,0.1014,1,303,-101,108,0,0.0,1,1,0,0.19797388308979857,0.19050865606577308
