episode,stage,stage_name,rows,cols,wall_density,num_puzzles,level_seed,total_reward,steps,success,rolling_success,collected_key,solved_puzzles,opened_door,epsilon,loss
56,1,stage_1_small_easy,6,6,0.095,1,9,-268,108,0,0.017857142857142856,0,0,0,0.8939439964545425,0.16634341650125054
57,1,stage_1_small_easy,6,6,0.0909,1,808,-367,108,0,0.017543859649122806,0,1,0,0.8921561084616334,0.23417928335429342
58,1,stage_1_small_easy,6,6,0.0935,1,42,-322,108,0,0.017241379310344827,0,0,0,0.8903717962447101,0.1917061880575838
59,1,stage_1_small_easy,6,6,0.086,1,369,-336,108,0,0.01694915254237288,1,0,0,0.8885910526522206,0.16041731910297163
60,1,stage_1_small_easy,6,6,0.0917,1,748,-317,108,0,0.016666666666666666,0,0,0,0.8868138705469162,0.1663738319788266
61,1,stage_1_small_easy,6,6,0.0923,1,309,-263,108,0,0.01639344262295082,0,0,0,0.8850402428058224,0.15908452709791837
62,1,stage_1_small_easy,6,6,0.092,1,101,-293,108,0,0.016129032258064516,0,0,0,0.8832701623202107,0.21719226073818626
63,1,stage_1_small_easy,6,6,0.0935,1,127,-321,108,0,0.015873015873015872,0,1,0,0.8815036219955703,0.17022948343030833
64,1,stage_1_small_easy,6,6,0.108,1,38,-298,108,0,0.015625,0,0,0,0.8797406147515792,0.14448623041863795
65,1,stage_1_small_easy,6,6,0.1094,1,941,-318,108,0,0.015384615384615385,0,0,0,0.877981133522076,0.15911600819823365
66,1,stage_1_small_easy,6,6,0.1122,1,67,-370,108,0,0.015151515151515152,0,0,0,0.8762251712550319,0.17059353014661205
67,1,stage_1_small_easy,6,6,0.11,1,394,-238,108,0,0.014925373134328358,0,0,0,0.8744727209125218,0.17059768684622315
68,1,stage_1_small_easy,6,6,0.0958,1,459,-310,108,0,0.014705882352941176,1,0,0,0.8727237754706968,0.13281152202506308
69,1,stage_1_small_easy,6,6,0.0969,1,225,-328,108,0,0.014492753623188406,0,0,0,0.8709783279197554,0.19503075032736417
70,1,stage_1_small_easy,6,6,0.0972,1,117,-349,108,0,0.014285714285714285,0,0,0,0.8692363712639158,0.14838933134106574
71,1,stage_1_small_easy,6,6,0.1161,1,770,-318,108,0,0.014084507042253521,0,0,0,0.867497898521388,0.20892936043027374
72,1,stage_1_small_easy,6,6,0.0999,1,212,-226,108,0,0.013888888888888888,1,0,0,0.8657629027243453,0.1986939219964875
73,1,stage_1_small_easy,6,6,0.1049,1,202,-313,108,0,0.0136986301369863,0,0,0,0.8640313769188966,0.15077703687603827
74,1,stage_1_small_easy,6,6,0.0945,1,107,-283,108,0,0.013513513513513514,0,0,0,0.8623033141650589,0.13572442591949194
75,1,stage_1_small_easy,6,6,0.1026,1,898,-282,108,0,0.013333333333333334,0,1,0,0.8605787075367288,0.21130511549266953
76,1,stage_1_small_easy,6,6,0.1133,1,650,-307,108,0,0.013157894736842105,0,0,0,0.8588575501216553,0.13561238334686668
77,1,stage_1_small_easy,6,6,0.0804,1,837,-343,108,0,0.012987012987012988,0,0,0,0.857139835021412,0.12801437793920437
78,1,stage_1_small_easy,6,6,0.101,1,617,-257,108,0,0.01282051282051282,0,1,0,0.8554255553513692,0.16793462427126038
79,1,stage_1_small_easy,6,6,0.1033,1,67,-306,108,0,0.012658227848101266,1,0,0,0.8537147042406664,0.1486559082167568
80,1,stage_1_small_easy,6,6,0.0827,1,41,-333,108,0,0.0125,0,0,0,0.8520072748321851,0.10282116930034978
81,1,stage_1_small_easy,6,6,0.1104,1,338,-231,108,0,0.012345679012345678,1,0,0,0.8503032602825207,0.1954643134959042
82,1,stage_1_small_easy,6,6,0.1147,1,991,-300,108,0,0.012195121951219513,1,0,0,0.8486026537619556,0.19112424550715973
83,1,stage_1_small_easy,6,6,0.116,1,587,-311,108,0,0.012048192771084338,1,0,0,0.8469054484544317,0.1980932648293674
84,1,stage_1_small_easy,6,6,0.1099,1,296,-250,108,0,0.011904761904761904,1,1,0,0.8452116375575228,0.22063677499277723
85,1,stage_1_small_easy,6,6,0.1138,1,622,-267,108,0,0.011764705882352941,1,0,0,0.8435212142824078,0.15217773626661962
86,1,stage_1_small_easy,6,6,0.1063,1,758,-293,108,0,0.011627906976744186,0,0,0,0.841834171853843,0.10794182568443594
87,1,stage_1_small_easy,6,6,0.1003,1,340,-337,108,0,0.011494252873563218,0,0,0,0.8401505035101353,0.08692998575322607
88,1,stage_1_small_easy,6,6,0.1144,1,791,-232,108,0,0.011363636363636364,1,0,0,0.838470202503115,0.16185739988254177
89,1,stage_1_small_easy,6,6,0.1124,1,167,-262,108,0,0.011235955056179775,1,0,0,0.8367932620981088,0.12693975181146352
90,1,stage_1_small_easy,6,6,0.0915,1,56,-261,108,0,0.011111111111111112,0,1,0,0.8351196755739125,0.23520467142333035
91,1,stage_1_small_easy,6,6,0.0967,1,911,-263,108,0,0.01098901098901099,0,0,0,0.8334494362227647,0.1688507449709707
92,1,stage_1_small_easy,6,6,0.1124,1,421,-287,108,0,0.010869565217391304,1,0,0,0.8317825373503192,0.11351666654701587
93,1,stage_1_small_easy,6,6,0.0955,1,103,-295,108,0,0.010752688172043012,1,0,0,0.8301189722756185,0.13905968322177176
94,1,stage_1_small_easy,6,6,0.0808,1,645,-293,108,0,0.010638297872340425,0,0,0,0.8284587343310672,0.11052292150755723
95,1,stage_1_small_easy,6,6,0.108,1,199,-313,108,0,0.010526315789473684,0,0,0,0.8268018168624051,0.13310618996965112
96,1,stage_1_small_easy,6,6,0.0844,1,624,-267,108,0,0.010416666666666666,0,1,0,0.8251482132286803,0.17748896058441865
97,1,stage_1_small_easy,6,6,0.106,1,807,-282,108,0,0.010309278350515464,0,1,0,0.823497916802223,0.11669276419302656
98,1,stage_1_small_easy,6,6,0.112,1,531,-273,108,0,0.01020408163265306,0,0,0,0.8218509209686186,0.10833014232209986
99,1,stage_1_small_easy,6,6,0.1113,1,380,-259,108,0,0.010101010101010102,1,1,0,0.8202072191266814,0.17188846662261145
100,1,stage_1_small_easy,6,6,0.0943,1,979,-302,108,0,0.01,1,0,0,0.818566804688428,0.162607634767752
101,1,stage_1_small_easy,6,6,0.0994,1,967,-332,108,0,0.01,0,0,0,0.8169296710790511,0.15316214660803476
102,1,stage_1_small_easy,6,6,0.0837,1,519,-252,108,0,0.01,0,1,0,0.815295811736893,0.1873824899688501
103,1,stage_1_small_easy,6,6,0.0858,1,945,-281,108,0,0.01,0,1,0,0.8136652201134192,0.1623467880266684
104,1,stage_1_small_easy,6,6,0.0966,1,425,-301,108,0,0.01,1,0,0,0.8120378896731923,0.12976972010262586
105,1,stage_1_small_easy,6,6,0.1117,1,702,-233,108,0,0.01,0,0,0,0.8104138138938459,0.11368352318768976
106,1,stage_1_small_easy,6,6,0.0999,1,739,-321,108,0,0.01,1,0,0,0.8087929862660582,0.18761988817196754
107,1,stage_1_small_easy,6,6,0.0941,1,367,-333,108,0,0.01,0,0,0,0.8071754002935261,0.17365556531068352
108,1,stage_1_small_easy,6,6,0.0939,1,850,-362,108,0,0.01,0,0,0,0.805561049492939,0.22587762235801806
109,1,stage_1_small_easy,6,6,0.0828,1,212,-288,108,0,0.01,0,0,0,0.8039499273939532,0.11046074946514434
110,1,stage_1_small_easy,6,6,0.1064,1,765,-288,108,0,0.01,0,0,0,0.8023420275391653,0.11034672417574459
111,1,stage_1_small_easy,6,6,0.0948,1,955,-307,108,0,0.01,0,0,0,0.800737343484087,0.12117073071810107
112,1,stage_1_small_easy,6,6,0.0875,1,488,-308,108,0,0.01,0,0,0,0.7991358687971188,0.11866294486551648
113,1,stage_1_small_easy,6,6,0.0852,1,370,-253,108,0,0.01,0,0,0,0.7975375970595246,0.117534568766132
114,1,stage_1_small_easy,6,6,0.1184,1,959,-273,108,0,0.01,0,0,0,0.7959425218654056,0.1603523083376112
115,1,stage_1_small_easy,6,6,0.1037,1,105,-233,108,0,0.01,0,0,0,0.7943506368216747,0.13026080280542374
116,1,stage_1_small_easy,6,6,0.0951,1,968,-258,108,0,0.01,0,0,0,0.7927619355480314,0.12175231043214875
117,1,stage_1_small_easy,6,6,0.0926,1,242,-267,108,0,0.01,0,1,0,0.7911764116769353,0.1553140354635953
118,1,stage_1_small_easy,6,6,0.0949,1,881,-238,108,0,0.01,0,0,0,0.7895940588535815,0.13798183064769814
119,1,stage_1_small_easy,6,6,0.0958,1,135,-252,108,0,0.01,0,0,0,0.7880148707358743,0.10430210332075755
120,1,stage_1_small_easy,6,6,0.102,1,605,-255,108,0,0.01,1,1,0,0.7864388409944025,0.15200397297222581
121,1,stage_1_small_easy,6,6,0.1055,1,254,-313,108,0,0.01,0,0,0,0.7848659633124138,0.1665497837346737
122,1,stage_1_small_easy,6,6,0.1055,1,385,-307,108,0,0.01,0,0,0,0.783296231385789,0.11884769213523853
123,1,stage_1_small_easy,6,6,0.0967,1,451,-289,108,0,0.01,0,1,0,0.7817296389230174,0.1397769410956513
124,1,stage_1_small_easy,6,6,0.0917,1,93,-273,108,0,0.01,0,0,0,0.7801661796451713,0.16738972727519771
125,1,stage_1_small_easy,6,6,0.0911,1,814,-233,108,0,0.01,0,0,0,0.778605847285881,0.14996873453707882
126,1,stage_1_small_easy,6,6,0.0874,1,442,-305,108,0,0.01,0,0,0,0.7770486355913092,0.10391744134809684
127,1,stage_1_small_easy,6,6,0.1184,1,959,-307,108,0,0.01,0,0,0,0.7754945383201266,0.12536006414814405
128,1,stage_1_small_easy,6,6,0.0985,1,494,-252,108,0,0.01,0,0,0,0.7739435492434863,0.1187807071039936
129,1,stage_1_small_easy,6,6,0.0801,1,633,-271,108,0,0.01,0,0,0,0.7723956621449993,0.13616801880265553
130,1,stage_1_small_easy,6,6,0.0887,1,787,-298,108,0,0.01,0,0,0,0.7708508708207094,0.16260567097062315
131,1,stage_1_small_easy,6,6,0.097,1,94,-228,108,0,0.01,0,0,0,0.769309169079068,0.1525659162585658
132,1,stage_1_small_easy,6,6,0.1017,1,286,-306,108,0,0.01,1,0,0,0.7677705507409098,0.09831071513084073
133,1,stage_1_small_easy,6,6,0.0908,1,0,-273,108,0,0.01,0,0,0,0.766235009639428,0.14571336615416738
134,1,stage_1_small_easy,6,6,0.101,1,455,-257,108,0,0.01,0,1,0,0.7647025396201492,0.12221544463601378
135,1,stage_1_small_easy,6,6,0.0942,1,609,-192,108,0,0.01,0,0,0,0.763173134540909,0.12900086115459325
136,1,stage_1_small_easy,6,6,0.0828,1,312,-192,108,0,0.01,1,0,0,0.7616467882718272,0.11088030359328345
137,1,stage_1_small_easy,6,6,0.1012,1,912,-268,108,0,0.01,0,0,0,0.7601234946952835,0.13900456605996522
138,1,stage_1_small_easy,6,6,0.0966,1,289,-248,108,0,0.01,0,0,0,0.7586032477058929,0.14635244507722003
139,1,stage_1_small_easy,6,6,0.1013,1,978,-307,108,0,0.01,0,0,0,0.7570860412104812,0.09369187245007467
140,1,stage_1_small_easy,6,6,0.0917,1,581,-237,108,0,0.01,0,0,0,0.7555718691280602,0.15747619239199492
141,1,stage_1_small_easy,6,6,0.0849,1,390,-241,108,0,0.01,0,1,0,0.7540607253898041,0.11618653924583837
142,1,stage_1_small_easy,6,6,0.0856,1,362,-321,108,0,0.01,0,0,0,0.7525526039390245,0.1622199737984273
143,1,stage_1_small_easy,6,6,0.0887,1,711,-218,108,0,0.01,0,0,0,0.7510474987311464,0.09185146975882903
144,1,stage_1_small_easy,6,6,0.1061,1,454,-213,108,0,0.01,0,0,0,0.7495454037336841,0.16749075192233753
145,1,stage_1_small_easy,6,6,0.1098,1,908,-373,108,0,0.01,0,0,0,0.7480463129262167,0.07639704789552423
146,1,stage_1_small_easy,6,6,0.0942,1,909,-263,108,0,0.01,0,0,0,0.7465502203003642,0.1193939735940485
147,1,stage_1_small_easy,6,6,0.1075,1,702,-223,108,0,0.01,0,0,0,0.7450571198597635,0.12613757471209047
148,1,stage_1_small_easy,6,6,0.0945,1,635,-281,108,0,0.01,0,0,0,0.743567005620044,0.0927356242167729
149,1,stage_1_small_easy,6,6,0.1149,1,744,-217,108,0,0.0,1,0,0,0.7420798716088038,0.11080408891387007
150,1,stage_1_small_easy,6,6,0.1101,1,195,-281,108,0,0.0,0,0,0,0.7405957118655863,0.17037295503541827
151,1,stage_1_small_easy,6,6,0.0984,1,393,-264,108,0,0.0,0,1,0,0.7391145204418551,0.1347789141194274
152,1,stage_1_small_easy,6,6,0.0969,1,151,-278,108,0,0.0,0,0,0,0.7376362914009714,0.14008596930135456
153,1,stage_1_small_easy,6,6,0.101,1,213,-293,108,0,0.0,0,0,0,0.7361610188181695,0.13282958663896555
154,1,stage_1_small_easy,6,6,0.094,1,437,-252,108,0,0.0,0,1,0,0.7346886967805332,0.09992093140155905
155,1,stage_1_small_easy,6,6,0.1092,1,449,-268,108,0,0.0,0,0,0,0.733219319386972,0.12923674700195315
156,1,stage_1_small_easy,6,6,0.1162,1,239,-272,108,0,0.0,1,0,0,0.7317528807481981,0.10961154876794252
157,1,stage_1_small_easy,6,6,0.0945,1,238,-261,108,0,0.0,1,0,0,0.7302893749867018,0.09200397019998895
158,1,stage_1_small_easy,6,6,0.1082,1,789,-258,108,0,0.0,0,0,0,0.7288287962367284,0.09300052087443571
159,1,stage_1_small_easy,6,6,0.0983,1,594,-227,108,0,0.0,1,0,0,0.727371138644255,0.11651368351239297
160,1,stage_1_small_easy,6,6,0.0902,1,220,-227,108,0,0.0,0,1,0,0.7259163963669665,0.10488973040547636
161,1,stage_1_small_easy,6,6,0.0817,1,166,-212,108,0,0.0,1,0,0,0.7244645635742325,0.13182931505488577
162,1,stage_1_small_easy,6,6,0.0916,1,143,-258,108,0,0.0,0,0,0,0.723015634447084,0.14950184048912316
163,1,stage_1_small_easy,6,6,0.1072,1,571,-308,108,0,0.0,0,0,0,0.7215696031781899,0.12843611641545538
164,1,stage_1_small_easy,6,6,0.0877,1,620,-231,108,0,0.0,0,0,0,0.7201264639718334,0.11611236396452619
165,1,stage_1_small_easy,6,6,0.0929,1,914,-191,108,0,0.0,1,0,0,0.7186862110438897,0.11595531456448414
166,1,stage_1_small_easy,6,6,0.0812,1,194,-197,108,0,0.0,1,0,0,0.717248838621802,0.13119716880222163
167,1,stage_1_small_easy,6,6,0.0884,1,192,-191,108,0,0.0,1,1,0,0.7158143409445584,0.10801223374006373
168,1,stage_1_small_easy,6,6,0.1069,1,319,-252,108,0,0.0,0,0,0,0.7143827122626694,0.10965222097864305
169,1,stage_1_small_easy,6,6,0.0993,1,45,-251,108,0,0.0,1,1,0,0.7129539468381441,0.06963402382098138
170,1,stage_1_small_easy,6,6,0.0804,1,741,-282,108,0,0.0,0,1,0,0.7115280389444678,0.1056091838033387
171,1,stage_1_small_easy,6,6,0.1167,1,505,-270,108,0,0.0,1,0,0,0.7101049828665789,0.25650935695955046
172,1,stage_1_small_easy,6,6,0.0847,1,246,-261,108,0,0.0,1,0,0,0.7086847729008457,0.22040079287425787
173,1,stage_1_small_easy,6,6,0.0966,1,451,-286,108,0,0.0,1,0,0,0.707267403355044,0.24892328701982344
174,1,stage_1_small_easy,6,6,0.1024,1,40,-217,108,0,0.0,1,0,0,0.705852868548334,0.22297259354618965
175,1,stage_1_small_easy,6,6,0.0996,1,860,-243,108,0,0.0,0,0,0,0.7044411628112373,0.21862254183118543
176,1,stage_1_small_easy,6,6,0.0928,1,109,-249,108,0,0.0,0,1,0,0.7030322804856147,0.18488259777357732
177,1,stage_1_small_easy,6,6,0.1084,1,526,-187,108,0,0.0,1,0,0,0.7016262159246435,0.2288028232201382
178,1,stage_1_small_easy,6,6,0.0909,1,121,-266,108,0,0.0,1,0,0,0.7002229634927942,0.21462808032002714
179,1,stage_1_small_easy,6,6,0.1093,1,223,-256,108,0,0.0,1,0,0,0.6988225175658086,0.22407125391893917
180,1,stage_1_small_easy,6,6,0.1097,1,879,-301,108,0,0.0,1,0,0,0.697424872530677,0.17162660873253588
181,1,stage_1_small_easy,6,6,0.0954,1,121,-249,108,0,0.0,1,1,0,0.6960300227856157,0.2912799523694924
182,1,stage_1_small_easy,6,6,0.107,1,226,-295,108,0,0.0,1,1,0,0.6946379627400444,0.2936503362186529
183,1,stage_1_small_easy,6,6,0.1007,1,239,-243,108,0,0.0,0,0,0,0.6932486868145643,0.29005936019260575
184,1,stage_1_small_easy,6,6,0.0915,1,140,-222,108,0,0.0,1,0,0,0.6918621894409351,0.2935932268630023
185,1,stage_1_small_easy,6,6,0.0947,1,831,-237,108,0,0.0,1,0,0,0.6904784650620532,0.27449463680386543
186,1,stage_1_small_easy,6,6,0.0862,1,522,-261,108,0,0.0,1,0,0,0.6890975081319292,0.28543082997202873
187,1,stage_1_small_easy,6,6,0.1106,1,583,-216,108,0,0.0,1,0,0,0.6877193131156653,0.3139094542711973
188,1,stage_1_small_easy,6,6,0.1093,1,778,-252,108,0,0.0,1,0,0,0.6863438744894339,0.21767610621949038
189,1,stage_1_small_easy,6,6,0.1043,1,644,-270,108,0,0.0,1,1,0,0.684971186740455,0.2409154883654857
190,1,stage_1_small_easy,6,6,0.1046,1,539,-247,108,0,0.0,1,0,0,0.6836012443669741,0.2801420726916856
191,1,stage_1_small_easy,6,6,0.0982,1,981,-238,108,0,0.0,0,0,0,0.6822340418782402,0.42895394156652467
192,1,stage_1_small_easy,6,6,0.1064,1,828,-325,108,0,0.0,1,0,0,0.6808695737944838,0.3685866930970439
193,1,stage_1_small_easy,6,6,0.1082,1,265,-257,108,0,0.0,1,0,0,0.6795078346468948,0.3822826913523453
194,1,stage_1_small_easy,6,6,0.1081,1,804,-244,108,0,0.0,1,1,0,0.678148818977601,0.3228686973452568
195,1,stage_1_small_easy,6,6,0.1178,1,39,-236,108,0,0.0,1,0,0,0.6767925213396458,0.3143118265326376
196,1,stage_1_small_easy,6,6,0.0937,1,684,-293,108,0,0.0,1,1,0,0.6754389362969666,0.2700355477217171
197,1,stage_1_small_easy,6,6,0.0938,1,312,-236,108,0,0.0,1,0,0,0.6740880584243727,0.2515348786557162
198,1,stage_1_small_easy,6,6,0.1029,1,749,-255,108,0,0.0,1,0,0,0.6727398823075239,0.26657792563653654
199,1,stage_1_small_easy,6,6,0.0809,1,25,-207,108,0,0.0,1,0,0,0.6713944025429088,0.2128780964003117
200,1,stage_1_small_easy,6,6,0.0805,1,68,-241,108,0,0.0,1,0,0,0.670051613737823,0.26422242796117507
201,1,stage_1_small_easy,6,6,0.1189,1,139,-243,108,0,0.0,1,1,0,0.6687115105103473,0.74373156439375
202,1,stage_1_small_easy,6,6,0.0974,1,319,-227,108,0,0.0,1,0,0,0.6673740874893266,0.6101635225393154
203,1,stage_1_small_easy,6,6,0.1091,1,391,-196,108,0,0.0,1,1,0,0.6660393393143479,0.5331906723203482
204,1,stage_1_small_easy,6,6,0.1156,1,777,-378,108,0,0.0,0,0,0,0.6647072606357192,0.531473034509906
205,1,stage_1_small_easy,6,6,0.0964,1,175,-212,108,0,0.0,1,0,0,0.6633778461144477,0.4926273864176538
206,1,stage_1_small_easy,6,6,0.1049,1,81,-232,108,0,0.0,1,0,0,0.6620510904222189,0.4859644494674824
207,1,stage_1_small_easy,6,6,0.1136,1,252,-257,108,0,0.0,0,0,0,0.6607269882413744,0.4039344380575198
208,1,stage_1_small_easy,6,6,0.1097,1,735,-322,108,0,0.0,0,0,0,0.6594055342648917,0.38679604873889023
209,1,stage_1_small_easy,6,6,0.1171,1,635,-271,108,0,0.0,1,0,0,0.6580867231963619,0.4042092565861013
210,1,stage_1_small_easy,6,6,0.1046,1,258,-232,108,0,0.0,1,0,0,0.6567705497499692,0.4047885268098778
211,1,stage_1_small_easy,6,6,0.0811,1,508,-252,108,0,0.0,1,0,0,0.6554570086504692,0.8462847164935536
212,1,stage_1_small_easy,6,6,0.0917,1,469,-241,108,0,0.0,1,1,0,0.6541460946331682,0.6767247504106274
213,1,stage_1_small_easy,6,6,0.0865,1,345,-216,108,0,0.0,1,1,0,0.6528378024439019,0.6802309781864837
214,1,stage_1_small_easy,6,6,0.1178,1,318,-232,108,0,0.0,1,0,0,0.6515321268390141,0.5612985927749563
215,1,stage_1_small_easy,6,6,0.1191,1,956,-323,108,0,0.0,1,0,0,0.6502290625853361,0.5792170390486717
216,1,stage_1_small_easy,6,6,0.0958,1,413,-257,108,0,0.0,1,0,0,0.6489286044601654,0.5187293124143724
217,1,stage_1_small_easy,6,6,0.082,1,757,-208,108,0,0.0,0,0,0,0.6476307472512451,0.5218114928790817
218,1,stage_1_small_easy,6,6,0.1072,1,702,-236,108,0,0.0,1,1,0,0.6463354857567426,0.4819452993019863
219,1,stage_1_small_easy,6,6,0.0954,1,213,-251,108,0,0.0,1,1,0,0.6450428147852291,0.471916524624383
220,1,stage_1_small_easy,6,6,0.1122,1,600,-177,108,0,0.0,1,0,0,0.6437527291556586,0.48892670359324525
