episode,total_reward,steps,success,epsilon,loss,collected_key,solved_puzzles,opened_door,moving_avg_reward,moving_success_rate,moving_avg_loss
774,-110,150,0,0.0977355436882146,0.15323691962907712,1,3,0,-116.63,0.04,0.18755302132187235
775,-101,150,0,0.09744233705714996,0.1155232566408813,1,3,0,-116.43,0.04,0.18723815221796566
776,-91,150,0,0.09715001004597851,0.21919873409594098,1,3,0,-116.03,0.04,0.18754765785447453
777,-111,150,0,0.09685856001584058,0.1475573072085778,1,3,0,-116.13,0.04,0.1873227985665743
778,-111,150,0,0.09656798433579306,0.1599115840345621,1,3,0,-115.99,0.04,0.18710608684658825
779,-111,150,0,0.09627828038278567,0.15921149745893975,1,3,0,-118.78,0.03,0.18735728207594374
780,-120,150,0,0.09598944554163731,0.1587174867807577,1,3,0,-118.67,0.03,0.1871952054046619
781,-96,150,0,0.0957014772050124,0.4284355472276608,1,3,0,-118.47,0.03,0.18828872238936803
782,-101,150,0,0.09541437277339737,0.21171957323948543,1,3,0,-118.42,0.03,0.1888514593998495
783,-76,150,0,0.09512812965507718,0.19933249002943437,1,3,0,-118.12,0.03,0.1893197925276958
784,-91,150,0,0.09484274526611194,0.1981530063599348,1,3,0,-117.83,0.03,0.18965077924302126
785,-96,150,0,0.09455821703031361,0.176043190980951,1,3,0,-117.53,0.03,0.18989032010754847
786,-105,150,0,0.09427454237922267,0.19467468424389758,1,3,0,-117.27,0.03,0.1901259328485991
787,-106,150,0,0.09399171875208501,0.17118965002397696,1,3,0,-117.02,0.03,0.1899609054063661
788,-105,150,0,0.09370974359582875,0.1588414784769217,1,3,0,-116.97,0.03,0.189542483553467
789,-106,150,0,0.09342861436504125,0.18155860514069597,1,3,0,-116.77,0.03,0.18953152500622875
790,-96,150,0,0.09314832852194613,0.11755867497995495,1,3,0,-116.38,0.03,0.18928976361573643
791,-70,150,0,0.09286888353638029,0.14565269170949857,1,3,0,-115.72,0.03,0.1889552217210857
792,-81,150,0,0.09259027688577115,0.14981558694814642,1,3,0,-115.27,0.03,0.1886827827359143
793,-76,150,0,0.09231250605511383,0.12753081692382692,1,3,0,-114.97,0.03,0.18860278797198365
794,-95,150,0,0.0920355685369485,0.12130650187532108,1,3,0,-114.91,0.03,0.1882219685424644
795,-89,150,0,0.09175946183133765,0.18075249035532276,1,3,0,-114.54,0.03,0.18817073388756841
796,-91,150,0,0.09148418344584364,0.179027594315509,1,3,0,-114.44,0.03,0.18809060875778677
797,-86,150,0,0.0912097308955061,0.12909800322105489,1,3,0,-115.87,0.02,0.18727591488071268
798,-86,150,0,0.09093610170281959,0.18199570467074713,1,3,0,-115.62,0.02,0.18769504236614815
799,-85,150,0,0.09066329339771112,0.15096191541291773,1,3,0,-115.06,0.02,0.18777804163658854
800,-538,150,0,0.09039130351751799,0.18938350685251257,1,1,0,-119.53,0.02,0.18780313374013813
801,-91,150,0,0.09012012960696544,0.44061656087636947,1,3,0,-121.36,0.01,0.18800681211128828
802,-103,150,0,0.08984976921814454,0.27087067243953544,1,3,0,-121.08,0.01,0.1881302430147305
803,-126,150,0,0.0895802199104901,0.15557614328960578,1,3,0,-121.33,0.01,0.18773462359048426
804,-109,150,0,0.08931147925075864,0.14428408581763505,1,3,0,-121.11,0.01,0.18670305221360178
805,-90,150,0,0.08904354481300636,0.16388877300545573,1,3,0,-121.0,0.01,0.18672690763675298
806,-101,150,0,0.08877641417856734,0.14497422759110729,1,3,0,-121.15,0.01,0.18618902303868282
807,-109,150,0,0.08851008493603164,0.20160783148681125,1,3,0,-121.08,0.01,0.18633017400605603
808,-95,150,0,0.08824455468122355,0.13869169775396586,1,3,0,-120.62,0.01,0.1857493504655858
809,-85,150,0,0.08797982101717988,0.20588498282556733,1,3,0,-120.51,0.01,0.18609089274813112
810,-70,150,0,0.08771588155412834,0.1287108262317876,1,3,0,-120.2,0.01,0.18567029192978515
811,-110,150,0,0.08745273390946595,0.14112928809287648,1,3,0,-120.34,0.01,0.1849785757071028
812,-81,150,0,0.08719037570773755,0.1377606569354733,1,3,0,-120.09,0.01,0.18434389284470426
813,-118,150,0,0.08692880458061433,0.19370477319384616,1,3,0,-120.36,0.01,0.1848933653679987
814,-76,150,0,0.08666801816687249,0.13323075307533144,1,3,0,-120.01,0.01,0.18454076371012879
815,-76,150,0,0.08640801411237187,0.13248928485438227,1,3,0,-119.36,0.01,0.18410970170749352
816,-71,150,0,0.08614879007003474,0.1173450920979182,1,3,0,-118.91,0.01,0.1838309211637514
817,-104,150,0,0.08589034369982464,0.10071293370177349,1,3,0,-118.87,0.01,0.18313835604103904
818,-100,150,0,0.08563267266872517,0.12610107927272718,1,3,0,-118.71,0.01,0.18320484279558685
819,-86,150,0,0.085375774650719,0.13459641860487562,1,3,0,-118.46,0.01,0.18301373588306208
820,-81,150,0,0.08511964732676684,0.1719584346997241,1,3,0,-118.31,0.01,0.18298066053371875
821,-105,150,0,0.08486428838478655,0.3917318894714117,1,3,0,-118.25,0.01,0.18271525758560744
822,-86,150,0,0.08460969551963218,0.15322720353802044,1,3,0,-121.01,0.0,0.1813394062903089
823,-111,150,0,0.08435586643307329,0.1298254049072663,1,3,0,-121.01,0.0,0.18044512005252764
824,-85,150,0,0.08410279883377407,0.1261824840431412,1,3,0,-121.0,0.0,0.1795421080503923
825,-86,150,0,0.08385049043727275,0.1430342990656694,1,3,0,-120.55,0.0,0.17937738994068156
826,-86,150,0,0.08359893896596093,0.13281165718411406,1,3,0,-120.3,0.0,0.17854101692779611
827,-86,150,0,0.08334814214906305,0.1885655998562773,1,3,0,-120.3,0.0,0.17880975832597662
828,-86,150,0,0.08309809772261587,0.11446691905458768,1,3,0,-120.15,0.0,0.1776228923210874
829,-753,150,0,0.08284880342944802,0.12171285774558782,1,1,0,-126.57,0.0,0.17641673675527175
830,-76,150,0,0.08260025701915967,0.1069185665777574,1,3,0,-126.17,0.0,0.17571821561645096
831,-100,150,0,0.0823524562481022,0.1256752034680297,1,3,0,-126.16,0.0,0.17538970633049808
832,-76,150,0,0.08210539887935789,0.10308952477760613,1,3,0,-125.86,0.0,0.1749929387865588
833,-91,150,0,0.08185908268271981,0.12829265620559455,1,3,0,-125.61,0.0,0.1736421160073951
834,-86,150,0,0.08161350543467165,0.14337767461004355,1,3,0,-125.56,0.0,0.1731667975351525
835,-81,150,0,0.08136866491836764,0.13093907492235302,1,3,0,-125.56,0.0,0.1725592577696778
836,-91,150,0,0.08112455892361253,0.12668607368754844,1,3,0,-125.51,0.0,0.17247668625367804
837,-331,150,0,0.0808811852468417,0.11225397475684683,1,3,0,-127.71,0.0,0.17160707262872407
838,-76,150,0,0.08063854169110117,0.11626192605122924,1,3,0,-127.61,0.0,0.17126944737533725
839,-71,150,0,0.08039662606602786,0.1679520725645125,1,3,0,-127.21,0.0,0.17144181927703322
840,-106,150,0,0.08015543618782978,0.17293676087011894,1,3,0,-127.26,0.0,0.171261752763018
841,-106,150,0,0.07991496987926629,0.3264102239658435,1,3,0,-126.72,0.0,0.1705672052276631
842,-101,150,0,0.07967522496962849,0.14502238114674887,1,3,0,-124.26,0.0,0.17031307958588005
843,-537,150,0,0.07943619929471961,0.2544202604144812,1,3,0,-125.55,0.0,0.17089020944343258
844,-418,150,0,0.07919789069683544,0.15161738617966572,1,1,0,-128.64,0.0,0.17065149670109772
845,-207,150,0,0.07896029702474494,0.13471259557331602,1,1,0,-129.75,0.0,0.17005222352398558
846,-143,150,0,0.0787234161336707,0.11882768317436178,1,1,0,-129.97,0.0,0.16999797623744237
847,-75,150,0,0.07848724588526969,0.1744340317758421,1,3,0,-129.82,0.0,0.1703899100955886
848,-86,150,0,0.07825178414761388,0.11917975168675184,1,3,0,-129.77,0.0,0.16991182252097253
849,-177,150,0,0.07801702879517104,0.12324630153675874,1,1,0,-130.59,0.0,0.17002124685443318
850,-163,150,0,0.07778297770878553,0.09954806144659718,1,1,0,-124.89,0.0,0.16956674062792831
851,-162,150,0,0.07754962877565917,0.11198970859870315,1,1,0,-125.75,0.0,0.16907706077819068
852,-152,150,0,0.0773169798893322,0.15922019072497884,1,1,0,-126.27,0.0,0.16888825917262584
853,-143,150,0,0.07708502894966421,0.19930727229764064,1,1,0,-126.59,0.0,0.1693161815457046
854,-143,150,0,0.07685377386281522,0.13819993225236735,1,1,0,-126.7,0.0,0.1690370565082257
855,-95,150,0,0.07662321254122678,0.09324025874026119,1,3,0,-126.33,0.0,0.1684587160950216
856,-70,150,0,0.0763933429036031,0.2527943454434474,1,3,0,-126.17,0.0,0.16961477842244008
857,-105,150,0,0.07616416287489229,0.14573930914203326,1,3,0,-125.72,0.0,0.16935537772082412
858,-126,150,0,0.07593567038626761,0.14689072540029882,1,3,0,-125.97,0.0,0.1695467455472487
859,-167,150,0,0.0757078633751088,0.18422254091749588,1,1,0,-126.53,0.0,0.169606082318568
860,-163,150,0,0.07548073978498347,0.23603087027867636,1,1,0,-127.21,0.0,0.1700869264720939
861,-71,150,0,0.07525429756562853,0.3160796402643124,1,3,0,-127.01,0.0,0.16975668171287203
862,-281,150,0,0.07502853467293165,0.18845723963032165,1,3,0,-128.87,0.0,0.16973591549263026
863,-91,150,0,0.07480344906891286,0.21308187015975516,1,3,0,-125.57,0.0,0.16968437421796842
864,-96,150,0,0.07457903872170611,0.17746168068299692,1,3,0,-122.98,0.0,0.16959155120157327
865,-85,150,0,0.07435530160554099,0.11252266678338249,1,3,0,-122.94,0.0,0.168775443734508
866,-116,150,0,0.07413223570072437,0.17177551317960024,1,3,0,-123.11,0.0,0.16821852003779886
867,-81,150,0,0.0739098389936222,0.11256240367578964,1,3,0,-123.01,0.0,0.16725859178875882
868,-81,150,0,0.07368810947664134,0.13886579331631463,1,3,0,-122.87,0.0,0.166467100705641
869,-89,150,0,0.07346704514821141,0.10259168798103929,1,3,0,-122.9,0.0,0.16510647325646133
870,-90,150,0,0.07324664401276677,0.10990987287834286,1,3,0,-122.89,0.0,0.16480526758221287
871,-81,150,0,0.07302690408072847,0.10868420868491133,1,3,0,-122.89,0.0,0.16459796475827074
872,-91,150,0,0.07280782336848628,0.12587630349832277,1,3,0,-122.89,0.0,0.16402833890027058
873,-81,150,0,0.07258939989838081,0.10772594542553028,1,3,0,-122.54,0.0,0.16327113494897882
874,-91,150,0,0.07237163169868567,0.14574809301644565,1,3,0,-122.35,0.0,0.1631962466828525
875,-81,150,0,0.07215451680358961,0.11039052802448471,1,3,0,-122.15,0.0,0.16314491939668854
876,-96,150,0,0.07193805325317884,0.1475198820233345,1,3,0,-122.2,0.0,0.16242813087596247
877,-101,150,0,0.07172223909341931,0.15738475789005557,1,3,0,-122.1,0.0,0.16252640538277724
878,-93,150,0,0.07150707237613906,0.10293340648214022,1,3,0,-121.92,0.0,0.16195662360725305
879,-105,150,0,0.07129255115901063,0.13262696999125181,1,3,0,-121.86,0.0,0.16169077833257617
880,-80,150,0,0.0710786735055336,0.1538341354827086,1,3,0,-121.46,0.0,0.16164194481959565
881,-105,150,0,0.07086543748501699,0.2836120465025306,1,3,0,-121.55,0.0,0.16019370981234435
882,-89,150,0,0.07065284117256193,0.18201492371037603,1,3,0,-121.43,0.0,0.15989666331705327
883,-96,150,0,0.07044088264904425,0.16669789298127094,1,3,0,-121.63,0.0,0.15957031734657165
884,-106,150,0,0.07022956000109712,0.20420832911506295,1,3,0,-121.78,0.0,0.15963087057412292
885,161,55,1,0.07001887132109383,0.12208353719589385,1,3,1,-119.21,0.01,0.15909127403627235
886,-116,150,0,0.06980881470713055,0.14254510214552282,1,3,0,-119.32,0.01,0.1585699782152886
887,-86,150,0,0.06959938826300915,0.11157793744156758,1,3,0,-119.12,0.01,0.15797386108946448
888,-91,150,0,0.06939059009822013,0.16764828655247888,1,3,0,-118.98,0.01,0.15806192917022008
889,-105,150,0,0.06918241832792547,0.1629766762504975,1,3,0,-118.97,0.01,0.1578761098813181
890,-89,150,0,0.0689748710729417,0.1833293747374167,1,3,0,-118.9,0.01,0.1585338168788927
891,-86,150,0,0.06876794645972288,0.1312021105332921,1,3,0,-119.06,0.01,0.15838931106713064
892,-81,150,0,0.06856164262034371,0.11025275093813737,1,3,0,-119.06,0.01,0.15799368270703057
893,-90,150,0,0.06835595769248268,0.1411336335695038,1,3,0,-119.2,0.01,0.15812971087348732
894,-91,150,0,0.06815088981940523,0.15583030108362436,1,3,0,-119.16,0.01,0.15847494886557034
895,-101,150,0,0.06794643714994701,0.1164073646037529,1,3,0,-119.28,0.01,0.15783149760805465
896,-106,150,0,0.06774259783849718,0.16082857449539006,1,3,0,-119.43,0.01,0.15764950740985348
897,-91,150,0,0.06753937004498169,0.14941757197802266,1,3,0,-119.48,0.01,0.15785270309742314
898,-91,150,0,0.06733675193484674,0.097177930213511,1,3,0,-119.53,0.01,0.15700452535285078
899,-71,150,0,0.0671347416790422,0.1900613301123182,1,3,0,-119.39,0.01,0.1573955194998448
900,-81,150,0,0.06693333745400507,0.1434937632859995,1,3,0,-114.82,0.01,0.15693662206417966
901,216,61,1,0.06673253744164305,0.35165729630188863,1,3,1,-111.75,0.02,0.15604702941843485
902,259,22,1,0.06653233982931812,0.25183086325837806,1,3,1,-108.13,0.03,0.15585663132662328
903,259,22,1,0.06633274280983018,0.1726833822374994,1,3,1,-104.28,0.04,0.15602770371610222
904,253,28,1,0.06613374458140069,0.23925359241132224,1,3,1,-100.66,0.05,0.1569773987820391
905,229,52,1,0.06593534334765648,0.1855282118329062,1,3,1,-97.47,0.06,0.1571937931703136
906,255,26,1,0.06573753731761352,0.255706255001804,1,3,1,-93.91,0.07,0.15830111344442055
907,183,48,1,0.06554032470566068,0.2163201360575234,1,3,1,-90.99,0.08,0.15844823649012768
908,140,70,1,0.0653437037315437,0.0833055682081197,1,3,1,-88.64,0.09,0.1578943751946692
909,245,26,1,0.06514767262034907,0.3934676257463602,1,3,1,-85.34,0.1,0.15977020162387714
910,-91,150,0,0.06495222960248802,0.2362876254444321,1,3,0,-85.55,0.1,0.1608459696160036
911,-81,150,0,0.06475737291368056,0.14420154431834817,1,3,0,-85.26,0.1,0.1608766921782583
912,-90,150,0,0.06456310079493952,0.1310475587534408,1,3,0,-85.35,0.1,0.16080956119643797
913,-76,150,0,0.06436941149255469,0.14481891433397928,1,3,0,-84.93,0.1,0.16032070260783932
914,249,27,1,0.06417630325807702,0.08841316634789109,1,3,1,-81.68,0.11,0.1598725267405649
915,241,30,1,0.0639837743483028,0.10023586632062992,1,3,1,-78.51,0.12,0.1595499925552274
916,261,25,1,0.06379182302525789,0.3744210264086723,1,3,1,-75.19,0.13,0.1621207518983349
917,43,83,1,0.06360044755618212,0.14673779373539678,1,3,1,-73.72,0.14,0.16258100049867116
918,-66,150,0,0.06340964621351357,0.2059861274405072,1,3,0,-73.38,0.14,0.16337985098034896
919,229,57,1,0.06321941727487303,0.1695757677223076,1,3,1,-70.23,0.15,0.16372964447152327
920,-76,150,0,0.0630297590230484,0.2245242342321823,1,3,0,-70.18,0.15,0.16425530246684786
921,211,60,1,0.06284066974597925,0.47285169201592603,1,3,1,-67.02,0.16,0.165066500492293
922,255,26,1,0.06265214773674131,0.32922689702648383,1,3,1,-63.61,0.17,0.16682649742717764
923,203,33,1,0.06246419129353109,0.17386383427815003,1,3,1,-60.47,0.18,0.16726688172088647
924,243,33,1,0.0622767987196505,0.2846303289812623,1,3,1,-57.19,0.19,0.16885136017026767
925,265,21,1,0.06208996832349155,0.2741441038392839,1,3,1,-53.68,0.2,0.17016245821800383
926,251,30,1,0.06190369841852107,0.393085827678442,1,3,1,-50.31,0.21,0.17276519992294712
927,245,31,1,0.06171798732326551,0.22062050382937154,1,3,1,-47.0,0.22,0.17308574896267806
928,231,50,1,0.06153283336129571,0.4148785874992609,1,3,1,-43.83,0.23,0.17608986564712478
929,265,21,1,0.061348234861211826,0.15323493399080776,1,3,1,-33.65,0.24,0.17640508640957697
930,259,27,1,0.06116419015662819,0.2720037171168736,1,3,1,-30.3,0.25,0.17805593791496815
931,227,34,1,0.0609806975861583,0.08560517698745518,1,3,1,-27.03,0.26,0.17765523765016242
932,193,33,1,0.06079775549339983,0.109451908279549,1,3,1,-24.34,0.27,0.17771886148518182
933,251,30,1,0.06061536222691963,0.20203007912884155,1,3,1,-20.92,0.28,0.1784562357144143
934,219,57,1,0.06043351614023887,0.20077599036066154,1,3,1,-17.87,0.29,0.17903021887192047
935,243,28,1,0.060252215591818155,0.4567779064444559,1,3,1,-14.63,0.3,0.18228860718714152
936,251,25,1,0.0600714589450427,0.1546787064522505,1,3,1,-11.21,0.31,0.18256853351478852
937,237,39,1,0.05989124456820757,0.46236101533166873,1,3,1,-5.53,0.32,0.18606960392053676
938,220,25,1,0.059711570834502944,0.10139911234378815,1,3,1,-2.57,0.33,0.18592097578346234
939,208,32,1,0.05953243612199943,0.24275228995247744,1,3,1,0.22,0.34,0.18666897795734197
940,249,32,1,0.05935383881363344,0.18104308674810454,1,3,1,3.77,0.35,0.18675004121612182
941,223,28,1,0.05917577729719254,0.6710826573627335,1,3,1,7.06,0.36,0.19019676555009074
942,-390,132,1,0.05899824996530096,0.3743448179412746,1,3,1,4.17,0.37,0.192489989918036
943,193,33,1,0.05882125521540506,0.21386073399899583,1,3,1,11.47,0.38,0.19208439465388114
944,-169,100,1,0.05864479144975884,0.41274240547791125,1,3,1,13.96,0.39,0.19469564484686358
945,253,23,1,0.05846885707540957,0.4678030529909808,1,3,1,18.56,0.4,0.19802654942104023
946,265,21,1,0.05829345050418334,0.2760891524986142,1,3,1,22.64,0.41,0.19959916411428277
947,265,21,1,0.05811857015267079,0.38262132670552956,1,3,1,26.04,0.42,0.20168103706357965
948,257,24,1,0.057944214442212774,0.12437342836832006,1,3,1,29.47,0.43,0.20173297383039532
949,265,21,1,0.05777038179888613,0.5548174072589193,1,3,1,33.89,0.44,0.20604868488761693
950,259,22,1,0.05759707065348948,0.15714368865486572,1,3,1,38.11,0.45,0.2066246411596996
951,259,22,1,0.05742427944152901,0.4547997518357905,1,3,1,42.32,0.46,0.21005274159207046
952,259,22,1,0.057252006603204425,0.3414896470917897,1,3,1,46.43,0.47,0.21187543615573862
953,251,25,1,0.05708025058339481,0.33942059107124806,1,3,1,50.37,0.48,0.21327656934347466
954,265,21,1,0.056909009831644625,0.12435496855704557,1,3,1,54.45,0.49,0.21313811970652147
955,251,25,1,0.05673828280214969,0.273690153285861,1,3,1,57.91,0.5,0.21494261865197747
956,265,21,1,0.05656806795374324,0.5274725274315902,1,3,1,61.26,0.51,0.2176894004718589
957,263,23,1,0.056398363749882004,0.2003111297507649,1,3,1,64.94,0.52,0.2182351186779462
958,265,21,1,0.05622916865863236,0.523852967790195,1,3,1,68.85,0.53,0.22200474110184515
959,265,21,1,0.056060481152656466,0.36948136736949283,1,3,1,73.17,0.54,0.22385732936636513
960,265,21,1,0.0558922997091985,0.10351668253895782,1,3,1,77.45,0.55,0.22253218748896797
961,261,25,1,0.0557246228100709,0.837759736776352,1,3,1,80.77,0.56,0.22774898845408834
962,259,22,1,0.055557448941640684,0.8643400953574614,1,3,1,86.17,0.57,0.23450781701135973
963,253,23,1,0.05539077659481576,0.5946198458904806,1,3,1,89.61,0.58,0.238323196768667
964,253,23,1,0.05522460426503131,0.41188304936108383,1,3,1,93.1,0.59,0.24066741045544787
965,231,30,1,0.05505893045223622,0.37201896340896684,1,3,1,96.26,0.6,0.2432623734217037
966,257,24,1,0.054893753660879514,0.5632145434307555,1,3,1,99.99,0.61,0.24717676372421526
967,265,21,1,0.054729072399896876,0.4656737297773361,1,3,1,103.45,0.62,0.2507078769852307
968,261,25,1,0.054564885182697184,0.4948034937679768,1,3,1,106.87,0.63,0.25426725398974737
969,263,23,1,0.05440119052714909,0.5349884431647218,1,3,1,110.39,0.64,0.25859122154158415
970,263,23,1,0.05423798695556764,0.16152663366950076,1,3,1,113.92,0.65,0.25910738914949577
971,265,21,1,0.05407527299470094,0.3537149806285188,1,3,1,117.38,0.66,0.2615576968689318
972,254,23,1,0.053913047175716836,0.45284666056218353,1,3,1,120.83,0.67,0.2648274004395704
973,265,21,1,0.05375130803418968,0.5082127052758422,1,3,1,124.29,0.68,0.26883226803807353
974,265,21,1,0.05359005411008711,0.12397189473822004,1,3,1,127.85,0.69,0.2686145060552913
975,265,21,1,0.053429283947756846,0.2596046474895307,1,3,1,131.31,0.7,0.27010664724994177
976,265,21,1,0.053268996095913575,0.30282689400372054,1,3,1,134.92,0.71,0.27165971736974565
977,259,22,1,0.05310918910762583,0.7996940823610533,1,3,1,138.52,0.72,0.2780828106144556
978,265,21,1,0.052949861540302956,0.2623201269833815,1,3,1,142.1,0.73,0.27967667781946803
979,254,23,1,0.052791011955682046,0.2213817162277258,1,3,1,145.69,0.74,0.2805642252818328
980,265,21,1,0.052632638919815,0.12858868887027106,1,3,1,149.14,0.75,0.2803117708157084
981,249,27,1,0.052474741003055554,0.8897051358664477,1,3,1,152.68,0.76,0.28637270170934753
982,259,22,1,0.052317316780046384,0.5096431804651563,1,3,1,156.16,0.77,0.28964898427689534
983,248,24,1,0.05216036482970624,0.5080233874420325,1,3,1,159.6,0.78,0.29306223922150293
984,265,21,1,0.052003883735217124,0.6264831168310983,1,3,1,163.31,0.79,0.2972849870986633
985,253,23,1,0.051847872084011475,0.5928773058821326,1,3,1,164.23,0.79,0.3019929247855257
986,263,23,1,0.05169232846775944,0.20157068789653157,1,3,1,168.02,0.8,0.3025831806430358
987,265,21,1,0.05153725148235616,0.8167439663694018,1,3,1,171.53,0.81,0.30963484093231414
988,265,21,1,0.051382639727909095,0.38984109833836555,1,3,1,175.09,0.82,0.311856769050173
989,259,22,1,0.051228491808725365,0.6631285082548857,1,3,1,178.73,0.83,0.3168582873702169
990,259,22,1,0.05107480633329919,0.3126965381882407,1,3,1,182.21,0.84,0.3181519590047251
991,265,21,1,0.05092158191429929,0.3799062670164165,1,3,1,185.72,0.85,0.3206390005695564
992,265,21,1,0.05076881716855639,0.34926671871826764,1,3,1,189.18,0.86,0.3230291402473576
993,263,23,1,0.05061651071705072,0.3907760791480541,1,3,1,192.71,0.87,0.32552556470314314
994,265,21,1,0.05046466118489957,0.5648686272047815,1,3,1,196.27,0.88,0.3296159479643548
995,265,21,1,0.05031326720134487,0.610471343710309,1,3,1,199.93,0.89,0.33455658775542024
996,247,24,1,0.05016232739974084,0.4485376494315763,1,3,1,203.46,0.9,0.3374336785047822
997,259,22,1,0.050011840417541614,0.9562525319104845,1,3,1,206.96,0.91,0.3455020281041068
998,265,21,1,0.04986180489628899,0.51550841872536,1,3,1,210.52,0.92,0.34968533298922533
999,265,21,1,0.04971221948160012,0.4805882606832754,1,3,1,213.88,0.93,0.35259060229493483
1000,265,21,1,0.04956308282315532,0.6715234132660997,1,3,1,217.34,0.94,0.3578708987947358
1001,265,21,1,0.049414393574685855,1.451548919791267,1,3,1,217.83,0.94,0.3688698150296296
1002,253,23,1,0.049266150393961795,0.8040187009002852,1,3,1,217.77,0.94,0.3743916934060487
1003,253,23,1,0.04911835194277991,0.45255227386951447,1,3,1,217.71,0.94,0.37719038232236884
1004,265,21,1,0.04897099688695157,0.4833829626441002,1,3,1,217.83,0.94,0.3796316760246966
1005,265,21,1,0.04882408389629071,0.6588680870121434,1,3,1,218.19,0.94,0.384365074776489
1006,265,21,1,0.04867761164460184,0.529858033217135,1,3,1,218.29,0.94,0.38710659255864227
1007,265,21,1,0.04853157880966803,0.500159158947922,1,3,1,219.11,0.94,0.38994498278754625
1008,263,23,1,0.048385984073239026,0.5670431058691896,1,3,1,220.34,0.94,0.39478235816415697
1009,259,22,1,0.048240826121019306,0.8131459677083925,1,3,1,220.48,0.94,0.3989791415837773
1010,263,23,1,0.04809610364265625,0.35625048864470876,1,3,1,224.02,0.95,0.4001787702157801
1011,259,22,1,0.04795181533172828,0.8705007853833112,1,3,1,227.42,0.96,0.4074417626264297
1012,265,21,1,0.047807959885733095,0.35820626086067586,1,3,1,230.97,0.97,0.40971334964750206
1013,259,27,1,0.0476645360060759,0.5687137046070011,1,3,1,234.32,0.98,0.41395229755023233
1014,265,21,1,0.04752154239805767,0.47982574875156087,1,3,1,234.48,0.98,0.417866423374269
1015,265,21,1,0.047378977770863494,0.37732557482307866,1,3,1,234.72,0.98,0.4206373204592935
1016,259,22,1,0.047236840837550906,0.5196054271337661,1,3,1,234.7,0.98,0.42208916446654443
1017,265,21,1,0.04709513031503825,0.21412743308714458,1,3,1,236.92,0.98,0.4227630608600619
1018,257,24,1,0.04695384492409314,0.5722563193800548,1,3,1,240.15,0.99,0.4264257627794574
1019,265,21,1,0.046812983389320856,0.7756672785395667,1,3,1,240.51,0.99,0.43248667788762996
1020,265,21,1,0.04667254443915289,0.35165434286353137,1,3,1,243.92,1.0,0.4337579789739434
1021,259,22,1,0.04653252680583543,1.981576076962731,1,3,1,244.4,1.0,0.4488452228234115
1022,257,24,1,0.04639292922541793,0.6076781563460827,1,3,1,244.42,1.0,0.45162973541660745
1023,-744,150,0,0.04625375043774167,0.6591580746819575,1,2,0,234.95,0.99,0.45648267782064555
1024,257,24,1,0.046114989186428444,0.5046962524453799,1,3,1,235.09,0.99,0.45868333705528674
1025,265,21,1,0.045976644218869156,0.4686512838871706,1,3,1,235.09,0.99,0.4606284088557656
1026,259,22,1,0.04583871428621255,0.3953424719246951,1,3,1,235.17,0.99,0.4606509752982281
1027,265,21,1,0.04570119814335391,0.475663432674039,1,3,1,235.37,0.99,0.4632014045866748
1028,263,23,1,0.04556409454892385,0.6104680105395939,1,3,1,235.69,0.99,0.4651572988170781
1029,263,23,1,0.04542740226527708,0.9655308971262496,1,3,1,235.67,0.99,0.4732802584484325
1030,259,22,1,0.045291120058481245,0.4667663901028308,1,3,1,235.67,0.99,0.4752278851782921
1031,265,21,1,0.0451552466983058,0.9852190507309777,1,3,1,236.05,0.99,0.4842240239157274
1032,259,22,1,0.04501978095821088,0.3839536316015504,1,3,1,236.71,0.99,0.48696904114894735
1033,265,21,1,0.04488472161533625,0.4500438422851619,1,3,1,236.85,0.99,0.4894491787805106
1034,-1182,150,0,0.04475006745049024,0.6695776963233948,1,1,0,222.84,0.98,0.49413719584013793
1035,263,23,1,0.04461581724813877,0.6298953890800476,1,3,1,223.04,0.98,0.4958683706664938
1036,265,21,1,0.04448196979639435,0.8277062514708156,1,3,1,223.18,0.98,0.5025986461166795
1037,259,22,1,0.044348523887005165,0.7397644082084298,1,3,1,223.4,0.98,0.5053726800454471
1038,265,21,1,0.04421547831534415,0.8419063022094113,1,3,1,223.85,0.98,0.5127777519441034
1039,265,21,1,0.04408283188039812,0.43477520408729714,1,3,1,224.42,0.98,0.5146979810854515
1040,259,22,1,0.04395058338475692,0.5744046326726675,1,3,1,224.52,0.98,0.5186315965446971
1041,265,21,1,0.04381873163460265,1.9278332449141002,1,3,1,224.94,0.98,0.5311991024202107
1042,79,52,1,0.04368727543969884,1.112485088694554,1,3,1,229.63,0.98,0.5385805051277436
1043,185,36,1,0.04355621361337974,0.5753841433260176,1,3,1,229.55,0.98,0.5421957392210138
1044,257,24,1,0.0434255449725396,0.8181933021793762,1,3,1,233.81,0.98,0.5462502481880285
1045,265,21,1,0.043295268337621984,0.7091075820582253,1,3,1,233.93,0.98,0.5486632934787009
1046,265,21,1,0.04316538253260912,0.6438718949045453,1,3,1,233.93,0.98,0.5523411209027602
1047,263,23,1,0.04303588638501129,0.6105416809087214,1,3,1,233.91,0.98,0.5546203244447921
1048,263,23,1,0.04290677872585626,0.8682143212012623,1,3,1,233.97,0.98,0.5620587333731215
1049,265,21,1,0.042778058389678686,0.7595205693727448,1,3,1,233.97,0.98,0.5641057649942599
1050,265,21,1,0.04264972421450965,0.7561427227088383,1,3,1,234.03,0.98,0.5700957553347995
