episode,total_reward,steps,success,epsilon,loss,collected_key,solved_puzzles,opened_door,moving_avg_reward,moving_success_rate,moving_avg_loss
136,-370,150,0,0.6645712209847792,0.2974879845480124,1,0,0,-452.87,0.0,0.4070055188313127
137,-362,150,0,0.6625775073218249,0.2885999036828677,1,1,0,-451.04,0.0,0.4048943148603042
138,-363,150,0,0.6605897747998594,0.2435904911905527,1,1,0,-449.34,0.0,0.40225031699910757
139,-405,150,0,0.6586080054754598,0.2732920082161824,1,0,0,-448.08,0.0,0.4000506452262402
140,-330,150,0,0.6566321814590335,0.2448954201489687,1,1,0,-446.32,0.0,0.3971606852906446
141,-415,150,0,0.6546622849146564,0.525025414476792,1,1,0,-446.1,0.0,0.39626398874347407
142,-425,150,0,0.6526982980599124,0.38043030669291816,1,2,0,-444.85,0.0,0.3949331441260874
143,-391,150,0,0.6507402031657327,0.37000428217152753,1,1,0,-443.6,0.0,0.39303539283176264
144,-321,150,0,0.6487879825562355,0.3268245368699233,1,2,0,-440.85,0.0,0.39132931023935474
145,-370,150,0,0.6468416186085668,0.3293223100652297,1,1,0,-439.27,0.0,0.3892662729481856
146,-372,150,0,0.6449010937527411,0.3446098161985477,1,1,0,-437.44,0.0,0.38748806031569843
147,-356,150,0,0.6429663904714829,0.2703213106840849,1,1,0,-436.05,0.0,0.3855096888035536
148,-362,150,0,0.6410374913000684,0.29708974095682306,1,2,0,-434.28,0.0,0.3837751111157238
149,-413,150,0,0.6391143788261682,0.29298552341759204,1,0,0,-433.74,0.0,0.38196740527004003
150,-347,150,0,0.6371970356896897,0.3029797941694657,1,1,0,-432.27,0.0,0.38049484447489185
151,-416,150,0,0.6352854445826206,0.2779318435241779,1,1,0,-431.61,0.0,0.3787201397769153
152,-337,150,0,0.6333795882488727,0.2815057561546564,1,2,0,-430.44,0.0,0.37694589458107947
153,-326,150,0,0.6314794494841262,0.28184493705630304,1,2,0,-428.89,0.0,0.3748333058024446
154,-406,150,0,0.6295850111356738,0.31069288330773515,1,1,0,-428.51,0.0,0.3740495287199815
155,-436,150,0,0.6276962561022668,0.29105214320123196,1,1,0,-427.94,0.0,0.37272456397513554
156,-430,150,0,0.62581316733396,0.2686500540624062,1,1,0,-426.9,0.0,0.37116568830882507
157,-374,150,0,0.623935727831958,0.299553429360191,1,1,0,-425.82,0.0,0.36973201432600616
158,-387,150,0,0.6220639206484622,0.28095858546594776,1,1,0,-424.88,0.0,0.36759537060782316
159,-360,150,0,0.6201977288865168,0.27652046372493105,1,1,0,-423.86,0.0,0.3660273406686882
160,-322,150,0,0.6183371356998573,0.24732290517538785,1,1,0,-422.03,0.0,0.3637485614842425
161,-301,150,0,0.6164821242927577,0.5011757956445217,1,2,0,-420.5,0.0,0.36378241913331055
162,-298,150,0,0.6146326779198794,0.3545404940595229,1,1,0,-419.02,0.0,0.3626035477031022
163,-367,150,0,0.6127887798861198,0.3491012506683667,1,2,0,-417.97,0.0,0.36143739436703426
164,-407,150,0,0.6109504135464614,0.2996976368625959,1,2,0,-417.15,0.0,0.35964570440389215
165,-297,150,0,0.609117562305822,0.2873001429438591,1,2,0,-414.73,0.0,0.3585024382880579
166,-316,150,0,0.6072902096189046,0.28920146472752095,1,2,0,-413.32,0.0,0.35719811450528605
167,-353,150,0,0.6054683389900478,0.2940641411145528,1,1,0,-411.55,0.0,0.35549767346568406
168,-295,150,0,0.6036519339730777,0.29709044836461546,1,2,0,-409.22,0.0,0.35417641441337766
169,-323,150,0,0.6018409781711584,0.2585001133133968,1,2,0,-408.2,0.0,0.35220220653948686
170,-359,150,0,0.6000354552366449,0.2741911675532659,1,2,0,-406.65,0.0,0.35047749052233995
171,-335,150,0,0.598235348870935,0.2858814061433077,1,2,0,-404.22,0.0,0.3489105935820689
172,-355,150,0,0.5964406428243222,0.24371452890336515,1,1,0,-402.61,0.0,0.34684182704451183
173,-365,150,0,0.5946513208958493,0.268460142960151,1,2,0,-402.34,0.0,0.34555144754859307
174,-344,150,0,0.5928673669331617,0.27554885963598885,1,2,0,-400.88,0.0,0.3442440061245114
175,-326,150,0,0.5910887648323622,0.2730259781703353,1,2,0,-399.72,0.0,0.3428381373502314
176,-302,150,0,0.5893154985378651,0.27007283696283896,1,2,0,-397.87,0.0,0.3411258330043405
177,-322,150,0,0.5875475520422515,0.23439749284336964,1,1,0,-397.23,0.0,0.3395835634842515
178,-352,150,0,0.5857849093861247,0.23557981396714847,1,2,0,-396.36,0.0,0.337535794724524
179,-416,150,0,0.5840275546579663,0.20790472462773324,1,2,0,-396.14,0.0,0.3358052958788971
180,-321,150,0,0.5822754719939924,0.2761160566161076,1,1,0,-395.12,0.0,0.33452372618367276
181,-256,150,0,0.5805286455780104,0.45872022862235706,1,2,0,-393.27,0.0,0.3352276877194643
182,-390,150,0,0.5787870596412764,0.36018163184324903,1,2,0,-392.48,0.0,0.33475127225940426
183,-359,150,0,0.5770506984623526,0.32887054587403936,1,2,0,-392.01,0.0,0.33364451897641023
184,-284,150,0,0.5753195463669655,0.31238965714971223,1,2,0,-390.37,0.0,0.332954894348979
185,-371,150,0,0.5735935877278646,0.3173548761506875,1,2,0,-390.07,0.0,0.3326039751383166
186,-335,150,0,0.571872806964681,0.2850245270878077,1,2,0,-389.05,0.0,0.33120580982143677
187,-298,150,0,0.5701571885437869,0.2606782354538639,1,2,0,-388.0,0.0,0.3302712471762051
188,-327,150,0,0.5684467169781556,0.2454761043190956,1,2,0,-386.99,0.0,0.32866948985146976
189,-331,150,0,0.5667413768272211,0.2236303249001503,1,2,0,-385.89,0.0,0.3271937927927822
190,-275,150,0,0.5650411526967395,0.24773700393736361,1,2,0,-383.79,0.0,0.32545642753827075
191,-320,150,0,0.5633460292386493,0.2832185524702072,1,2,0,-382.22,0.0,0.3244535965702186
192,-367,150,0,0.5616559911509333,0.241064731006821,1,2,0,-381.43,0.0,0.3233738657850772
193,-320,150,0,0.5599710231774805,0.2270332070440054,1,2,0,-380.35,0.0,0.3222321555922429
194,-285,150,0,0.5582911101079481,0.24911588083952665,1,2,0,-378.64,0.0,0.32065461148433383
195,-347,150,0,0.5566162367776242,0.23782559006164472,1,2,0,-377.34,0.0,0.31937252263575794
196,-291,150,0,0.5549463880672914,0.23823350220918654,1,2,0,-375.82,0.0,0.31759014763583737
197,-315,150,0,0.5532815489030894,0.22198608059436084,1,2,0,-375.16,0.0,0.3166480688692381
198,-321,150,0,0.5516217042563801,0.21353743000576894,1,2,0,-374.26,0.0,0.3148855169462661
199,-333,150,0,0.549966839143611,0.20174716396878162,1,2,0,-373.71,0.0,0.313116552385812
200,-342,150,0,0.5483169386261801,0.21932927461961904,1,2,0,-373.21,0.0,0.31138655732112624
201,-345,150,0,0.5466719878103016,0.45071624909838043,1,2,0,-372.39,0.0,0.31121765315520267
202,-336,150,0,0.5450319718468707,0.37486154784758885,1,2,0,-371.36,0.0,0.3106528925149391
203,-295,150,0,0.5433968759313301,0.3486227501432101,1,2,0,-370.04,0.0,0.3102492685123036
204,-304,150,0,0.5417666853035361,0.3351038347681363,1,2,0,-368.26,0.0,0.30971811641938984
205,-264,150,0,0.5401413852476254,0.34120626479387284,1,2,0,-366.58,0.0,0.3095359126551698
206,-355,150,0,0.5385209610918825,0.30021322374542553,1,2,0,-366.15,0.0,0.308876131851847
207,-315,150,0,0.5369053982086068,0.29355293944478034,1,2,0,-364.57,0.0,0.307931162954246
208,-291,150,0,0.535294682013981,0.26442612466712795,1,2,0,-363.2,0.0,0.3067051536588619
209,-397,150,0,0.5336887979679391,0.2920732193936904,1,2,0,-362.39,0.0,0.30610896740294996
210,-260,150,0,0.5320877315740353,0.25161376463870205,1,2,0,-360.49,0.0,0.30472957776623466
211,-321,150,0,0.5304914683793133,0.2587121300150951,1,2,0,-359.51,0.0,0.3041577718966951
212,-362,150,0,0.5288999939741753,0.2395917026946942,1,2,0,-358.63,0.0,0.3027732506239166
213,-340,150,0,0.5273132939922528,0.26255402450760207,1,2,0,-357.44,0.0,0.30202696647408106
214,-321,150,0,0.525731354110276,0.24055401898920536,1,2,0,-356.79,0.0,0.3012915789362043
215,-426,150,0,0.5241541600479452,0.22307662745316822,1,1,0,-356.26,0.0,0.3002268003631383
216,-345,150,0,0.5225816975678014,0.24137600921094418,1,2,0,-355.08,0.0,0.29938126938032605
217,-286,150,0,0.521013952475098,0.22205789366116127,1,2,0,-354.08,0.0,0.2985737055155138
218,-367,150,0,0.5194509106176727,0.2135380860666434,1,1,0,-353.13,0.0,0.29745316362529994
219,-250,150,0,0.5178925578858197,0.21208954396347204,1,2,0,-351.09,0.0,0.2966826699813207
220,-290,150,0,0.5163388802121622,0.1983517397691806,1,2,0,-350.47,0.0,0.29561583141051234
221,-310,150,0,0.5147898635715258,0.631349328259627,1,2,0,-349.24,0.0,0.297292206281051
222,-296,150,0,0.5132454939808112,0.4829105998078982,1,2,0,-348.1,0.0,0.29752768987976014
223,-285,150,0,0.5117057574988688,0.4533630753556887,1,2,0,-346.45,0.0,0.2981273853884389
224,-311,150,0,0.5101706402263723,0.3841773757835229,1,2,0,-345.15,0.0,0.2984577682819218
225,-311,150,0,0.5086401283056932,0.3571030144393444,1,2,0,-344.3,0.0,0.29826818646900355
226,-276,150,0,0.5071142079207761,0.3326339530944824,1,2,0,-343.58,0.0,0.2983746343695869
227,-353,150,0,0.5055928652970137,0.32050681228439015,1,2,0,-342.95,0.0,0.29796291129626334
228,-260,150,0,0.5040760867011227,0.3193751072635253,1,2,0,-341.6,0.0,0.29779267931568126
229,-270,150,0,0.5025638584410194,0.2909706984460354,1,2,0,-340.01,0.0,0.29750182169986267
230,-268,150,0,0.5010561668656963,0.291163301790754,1,2,0,-339.18,0.0,0.29719890168073276
231,-254,150,0,0.49955299836509925,0.2839801300317049,1,2,0,-337.87,0.0,0.29642184140297273
232,-291,150,0,0.49805433937000393,0.26834042044977346,1,2,0,-337.32,0.0,0.29591603178468845
233,-305,150,0,0.4965601763518939,0.2515266424169143,1,2,0,-336.13,0.0,0.29565265084691345
234,-297,150,0,0.49507049582283824,0.22131898445387682,1,2,0,-335.66,0.0,0.2950521425799777
235,-251,150,0,0.49358528433536975,0.24352853606144587,1,2,0,-334.25,0.0,0.29448750563574333
236,-252,150,0,0.49210452848236363,0.21272413417696953,1,2,0,-333.07,0.0,0.29363986713203294
237,-332,150,0,0.49062821489691655,0.2118580978860458,1,2,0,-332.77,0.0,0.2928724490740647
238,-316,150,0,0.4891563302522258,0.20959437268475692,1,2,0,-332.3,0.0,0.29253248788900676
239,-310,150,0,0.48768886126146915,0.21512341322998205,1,2,0,-331.35,0.0,0.29195080193914474
240,-246,150,0,0.48622579467768473,0.2024370084206263,1,2,0,-330.51,0.0,0.29152621782186133
241,-295,150,0,0.4847671172936517,0.8366775407393774,1,2,0,-329.31,0.0,0.2946427390844872
242,-288,150,0,0.4833128159417707,0.5280588547388713,1,2,0,-327.94,0.0,0.2961190245649467
243,-280,150,0,0.4818628774939454,0.4522924939791361,1,2,0,-326.83,0.0,0.2969419066830228
244,-241,150,0,0.48041728886146357,0.39075532654921213,1,2,0,-326.03,0.0,0.2975812145798157
245,-315,150,0,0.4789760369948792,0.35651535441478094,1,2,0,-325.48,0.0,0.29785314502331117
246,-272,150,0,0.47753910888389456,0.33068396319945653,1,2,0,-324.48,0.0,0.29771388649332026
247,-291,150,0,0.4761064915572429,0.3057530834277471,1,2,0,-323.83,0.0,0.29806820422075686
248,-307,150,0,0.4746781720825711,0.2923673990368843,1,2,0,-323.28,0.0,0.29802098080155753
249,-310,150,0,0.4732541375663234,0.2743374558786551,1,2,0,-322.25,0.0,0.29783450012616813
250,-291,150,0,0.4718343751536244,0.26896188090244927,1,2,0,-321.69,0.0,0.297494320993498
251,-327,150,0,0.47041887202816357,0.24868646378318468,1,2,0,-320.8,0.0,0.29720186719608804
252,-306,150,0,0.4690076154120791,0.23896460170547168,1,2,0,-320.49,0.0,0.29677645565159616
253,-316,150,0,0.46760059256584285,0.22348573793967566,1,2,0,-320.39,0.0,0.2961928636604299
254,-256,150,0,0.4661977907881453,0.21196680809060733,1,2,0,-318.89,0.0,0.29520560290825865
255,-267,150,0,0.4647991974157809,0.2137324170768261,1,2,0,-317.2,0.0,0.29443240564701456
256,-347,150,0,0.46340479982353355,0.20615114726126194,1,2,0,-316.37,0.0,0.2938074165790031
257,-262,150,0,0.46201458542406293,0.19049036813278994,1,2,0,-315.25,0.0,0.2927167859667291
258,-287,150,0,0.4606285416677907,0.18983876715103784,1,2,0,-314.25,0.0,0.29180558778358
259,-331,150,0,0.45924665604278736,0.19143179232875507,1,2,0,-313.96,0.0,0.2909547010696183
260,-336,150,0,0.457868916074659,0.1928233323742946,1,2,0,-314.1,0.0,0.29040970534160737
261,-281,150,0,0.45649530932643506,0.8272128651539484,1,2,0,-313.9,0.0,0.2936700760367016
262,-260,150,0,0.45512582339845575,0.49380196412404376,1,2,0,-313.52,0.0,0.2950626907373468
263,-307,150,0,0.45376044592826037,0.42407490144173304,1,2,0,-312.92,0.0,0.2958124272450805
264,-476,150,0,0.4523991645904756,0.3985489958524704,1,2,0,-313.61,0.0,0.2968009408349792
265,-342,150,0,0.45104196709670413,0.36201400448878607,1,2,0,-314.06,0.0,0.2975480794504285
266,-304,150,0,0.449688841195414,0.354851886232694,1,2,0,-313.94,0.0,0.2982045836654802
267,-281,150,0,0.4483397746718278,0.3024274787058433,1,2,0,-313.22,0.0,0.29828821704139313
