episode,level_id,level_name,total_reward,steps,success,epsilon,loss,collected_key,solved_puzzles,opened_door,moving_avg_reward,moving_success_rate
2460,1,Alternative Maze Room,253,28,1,0.03,0,1,3,1,245.74,1.0
2461,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.37,1.0
2462,0,Classic Escape Room,260,22,1,0.03,0,1,3,1,245.32,1.0
2463,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.28,1.0
2464,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,245.2,1.0
2465,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.3,1.0
2466,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,244.85,1.0
2467,2,Advanced Puzzle Room,208,28,1,0.03,0,1,3,1,244.32,1.0
2468,1,Alternative Maze Room,257,29,1,0.03,0,1,3,1,244.34,1.0
2469,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.4,1.0
2470,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,244.44,1.0
2471,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.93,1.0
2472,2,Advanced Puzzle Room,210,30,1,0.03,0,1,3,1,244.91,1.0
2473,2,Advanced Puzzle Room,200,30,1,0.03,0,1,3,1,244.26,1.0
2474,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.32,1.0
2475,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,244.26,1.0
2476,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.31,1.0
2477,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.88,1.0
2478,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,243.82,1.0
2479,1,Alternative Maze Room,249,27,1,0.03,0,1,3,1,243.7,1.0
2480,0,Classic Escape Room,255,26,1,0.03,0,1,3,1,243.6,1.0
2481,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,243.54,1.0
2482,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,243.54,1.0
2483,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.07,1.0
2484,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.11,1.0
2485,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.64,1.0
2486,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.19,1.0
2487,0,Classic Escape Room,253,23,1,0.03,0,1,3,1,244.11,1.0
2488,2,Advanced Puzzle Room,213,28,1,0.03,0,1,3,1,244.06,1.0
2489,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,244.43,1.0
2490,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.0,1.0
2491,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.69,1.0
2492,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,244.63,1.0
2493,0,Classic Escape Room,257,24,1,0.03,0,1,3,1,244.59,1.0
2494,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.12,1.0
2495,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.55,1.0
2496,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.18,1.0
2497,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.18,1.0
2498,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,244.73,1.0
2499,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.26,1.0
2500,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.91,1.0
2501,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,243.48,1.0
2502,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.95,1.0
2503,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.38,1.0
2504,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.38,1.0
2505,1,Alternative Maze Room,247,29,1,0.03,0,1,3,1,244.28,1.0
2506,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.36,1.0
2507,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.36,1.0
2508,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.36,1.0
2509,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.36,1.0
2510,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.36,1.0
2511,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.95,1.0
2512,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,243.91,1.0
2513,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.91,1.0
2514,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.91,1.0
2515,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.97,1.0
2516,0,Classic Escape Room,257,24,1,0.03,0,1,3,1,244.01,1.0
2517,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.6,1.0
2518,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.66,1.0
2519,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.72,1.0
2520,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,244.66,1.0
2521,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.09,1.0
2522,2,Advanced Puzzle Room,206,29,1,0.03,0,1,3,1,244.54,1.0
2523,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,244.05,1.0
2524,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,244.46,1.0
2525,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.03,1.0
2526,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.09,1.0
2527,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.7,1.0
2528,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,243.7,1.0
2529,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.29,1.0
2530,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,243.29,1.0
2531,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,243.5,1.0
2532,1,Alternative Maze Room,250,27,1,0.03,0,1,3,1,243.43,1.0
2533,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.9,1.0
2534,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.9,1.0
2535,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.9,1.0
2536,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,243.47,1.0
2537,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,243.45,1.0
2538,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,243.86,1.0
2539,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.96,1.0
2540,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,243.92,1.0
2541,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,243.9,1.0
2542,1,Alternative Maze Room,253,28,1,0.03,0,1,3,1,244.25,1.0
2543,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.8,1.0
2544,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.86,1.0
2545,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,243.84,1.0
2546,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,243.88,1.0
2547,1,Alternative Maze Room,255,31,1,0.03,0,1,3,1,244.31,1.0
2548,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.33,1.0
2549,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.45,1.0
2550,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.88,1.0
2551,1,Alternative Maze Room,253,28,1,0.03,0,1,3,1,244.88,1.0
2552,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,245.35,1.0
2553,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,245.04,1.0
2554,1,Alternative Maze Room,249,27,1,0.03,0,1,3,1,244.92,1.0
2555,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.47,1.0
2556,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,245.37,1.0
2557,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.33,1.0
2558,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.82,1.0
2559,2,Advanced Puzzle Room,206,29,1,0.03,0,1,3,1,245.29,1.0
2560,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.94,1.0
2561,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.37,1.0
2562,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.38,1.0
2563,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.38,1.0
2564,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.01,1.0
2565,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,244.91,1.0
2566,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.97,1.0
2567,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,245.48,1.0
2568,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.52,1.0
2569,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,245.07,1.0
2570,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,245.03,1.0
2571,2,Advanced Puzzle Room,210,30,1,0.03,0,1,3,1,244.48,1.0
2572,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.03,1.0
2573,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.68,1.0
2574,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.21,1.0
2575,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.84,1.0
2576,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.27,1.0
2577,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,245.21,1.0
2578,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.31,1.0
2579,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,244.94,1.0
2580,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.0,1.0
2581,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,245.47,1.0
2582,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.49,1.0
2583,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.49,1.0
2584,1,Alternative Maze Room,249,27,1,0.03,0,1,3,1,245.33,1.0
2585,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,245.27,1.0
2586,2,Advanced Puzzle Room,207,29,1,0.03,0,1,3,1,244.73,1.0
2587,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.81,1.0
2588,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,245.23,1.0
2589,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,245.27,1.0
2590,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.7,1.0
2591,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.23,1.0
2592,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.25,1.0
2593,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.86,1.0
2594,0,Classic Escape Room,263,23,1,0.03,0,1,3,1,245.31,1.0
2595,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.31,1.0
2596,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,245.72,1.0
2597,0,Classic Escape Room,261,25,1,0.03,0,1,3,1,245.72,1.0
2598,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,245.68,1.0
2599,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,245.66,1.0
2600,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,245.6,1.0
2601,1,Alternative Maze Room,256,26,1,0.03,0,1,3,1,246.04,1.0
2602,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,246.0,1.0
2603,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,246.0,1.0
2604,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,245.94,1.0
2605,2,Advanced Puzzle Room,210,30,1,0.03,0,1,3,1,245.57,1.0
2606,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.57,1.0
2607,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.1,1.0
2608,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.67,1.0
2609,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.71,1.0
2610,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.71,1.0
2611,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.18,1.0
2612,1,Alternative Maze Room,256,26,1,0.03,0,1,3,1,245.13,1.0
2613,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.13,1.0
2614,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,244.6,1.0
2615,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.6,1.0
2616,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.64,1.0
2617,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,244.11,1.0
2618,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,244.11,1.0
2619,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,244.05,1.0
2620,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.11,1.0
2621,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.68,1.0
2622,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.27,1.0
2623,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.8,1.0
2624,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.39,1.0
2625,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,244.33,1.0
2626,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,244.27,1.0
2627,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.27,1.0
2628,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,243.78,1.0
2629,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,243.72,1.0
2630,0,Classic Escape Room,263,23,1,0.03,0,1,3,1,243.76,1.0
2631,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.25,1.0
2632,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,243.87,1.0
2633,0,Classic Escape Room,263,23,1,0.03,0,1,3,1,243.85,1.0
2634,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,243.32,1.0
2635,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.32,1.0
2636,0,Classic Escape Room,254,23,1,0.03,0,1,3,1,243.7,1.0
2637,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.29,1.0
2638,2,Advanced Puzzle Room,206,29,1,0.03,0,1,3,1,242.76,1.0
2639,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,242.66,1.0
2640,1,Alternative Maze Room,249,27,1,0.03,0,1,3,1,242.54,1.0
2641,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,242.99,1.0
2642,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.11,1.0
2643,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.11,1.0
2644,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,243.09,1.0
2645,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,242.62,1.0
2646,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,242.17,1.0
2647,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,242.21,1.0
2648,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,242.25,1.0
2649,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,242.15,1.0
2650,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,242.09,1.0
2651,0,Classic Escape Room,257,24,1,0.03,0,1,3,1,242.13,1.0
2652,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,242.09,1.0
2653,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,242.58,1.0
2654,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,242.27,1.0
2655,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,241.8,1.0
2656,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,241.43,1.0
2657,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,241.41,1.0
2658,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,241.35,1.0
2659,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,241.47,1.0
2660,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,241.88,1.0
2661,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,241.45,1.0
2662,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,241.49,1.0
2663,1,Alternative Maze Room,249,27,1,0.03,0,1,3,1,241.37,1.0
2664,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,241.84,1.0
2665,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,241.94,1.0
2666,2,Advanced Puzzle Room,210,30,1,0.03,0,1,3,1,241.86,1.0
2667,2,Advanced Puzzle Room,206,29,1,0.03,0,1,3,1,241.33,1.0
2668,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,241.27,1.0
2669,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,241.29,1.0
2670,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,241.35,1.0
2671,2,Advanced Puzzle Room,204,31,1,0.03,0,1,3,1,241.29,1.0
2672,1,Alternative Maze Room,249,27,1,0.03,0,1,3,1,241.13,1.0
2673,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,240.64,1.0
2674,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,241.07,1.0
2675,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,241.01,1.0
2676,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,240.56,1.0
2677,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,241.05,1.0
2678,1,Alternative Maze Room,237,29,1,0.03,0,1,3,1,240.77,1.0
2679,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,241.24,1.0
2680,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,240.79,1.0
2681,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,240.79,1.0
2682,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,240.36,1.0
2683,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,240.73,1.0
2684,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,240.89,1.0
2685,0,Classic Escape Room,249,27,1,0.03,0,1,3,1,240.79,1.0
2686,0,Classic Escape Room,263,23,1,0.03,0,1,3,1,241.35,1.0
2687,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,241.39,1.0
2688,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,241.49,1.0
2689,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,241.45,1.0
2690,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,240.96,1.0
2691,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,240.9,1.0
2692,1,Alternative Maze Room,247,29,1,0.03,0,1,3,1,240.76,1.0
2693,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,241.19,1.0
2694,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,241.21,1.0
2695,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,241.21,1.0
2696,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,241.17,1.0
2697,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,240.68,1.0
2698,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,240.72,1.0
2699,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,241.17,1.0
2700,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,241.6,1.0
2701,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,241.65,1.0
2702,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,241.22,1.0
2703,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,240.79,1.0
2704,0,Classic Escape Room,263,23,1,0.03,0,1,3,1,240.87,1.0
2705,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,241.42,1.0
2706,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,240.99,1.0
2707,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,241.46,1.0
2708,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,241.93,1.0
2709,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,241.4,1.0
2710,0,Classic Escape Room,257,24,1,0.03,0,1,3,1,241.79,1.0
2711,0,Classic Escape Room,251,25,1,0.03,0,1,3,1,241.65,1.0
2712,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,241.68,1.0
2713,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,242.11,1.0
2714,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,242.17,1.0
2715,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,242.64,1.0
2716,1,Alternative Maze Room,250,27,1,0.03,0,1,3,1,242.53,1.0
2717,0,Classic Escape Room,257,24,1,0.03,0,1,3,1,242.98,1.0
2718,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,243.02,1.0
2719,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,243.08,1.0
2720,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,242.61,1.0
2721,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,243.02,1.0
2722,0,Classic Escape Room,253,23,1,0.03,0,1,3,1,242.9,1.0
2723,2,Advanced Puzzle Room,216,29,1,0.03,0,1,3,1,242.41,1.0
2724,0,Classic Escape Room,260,22,1,0.03,0,1,3,1,242.83,1.0
2725,1,Alternative Maze Room,253,28,1,0.03,0,1,3,1,243.24,1.0
2726,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,243.3,1.0
2727,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,243.73,1.0
2728,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,244.2,1.0
2729,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,244.63,1.0
2730,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.18,1.0
2731,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,243.71,1.0
2732,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.24,1.0
2733,2,Advanced Puzzle Room,204,31,1,0.03,0,1,3,1,243.65,1.0
2734,0,Classic Escape Room,251,25,1,0.03,0,1,3,1,244.04,1.0
2735,1,Alternative Maze Room,253,28,1,0.03,0,1,3,1,243.92,1.0
2736,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,243.97,1.0
2737,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,244.38,1.0
2738,0,Classic Escape Room,263,23,1,0.03,0,1,3,1,244.95,1.0
2739,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,244.52,1.0
2740,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,244.21,1.0
2741,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.25,1.0
2742,0,Classic Escape Room,257,24,1,0.03,0,1,3,1,244.17,1.0
2743,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,244.64,1.0
2744,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.13,1.0
2745,0,Classic Escape Room,263,23,1,0.03,0,1,3,1,245.64,1.0
2746,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,246.07,1.0
2747,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,246.09,1.0
2748,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,246.03,1.0
2749,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.66,1.0
2750,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.72,1.0
2751,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.8,1.0
2752,2,Advanced Puzzle Room,196,30,1,0.03,0,1,3,1,245.21,1.0
2753,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,245.15,1.0
2754,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.15,1.0
2755,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,245.56,1.0
2756,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.56,1.0
2757,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.62,1.0
2758,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.72,1.0
2759,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,246.15,1.0
2760,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,246.21,1.0
2761,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,246.21,1.0
2762,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.74,1.0
2763,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,245.9,1.0
2764,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,245.43,1.0
2765,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,245.39,1.0
2766,0,Classic Escape Room,263,23,1,0.03,0,1,3,1,245.92,1.0
2767,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,246.41,1.0
2768,1,Alternative Maze Room,256,26,1,0.03,0,1,3,1,246.42,1.0
2769,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,246.85,1.0
2770,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,246.85,1.0
2771,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,247.46,1.0
2772,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,247.15,1.0
2773,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,247.17,1.0
2774,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,246.74,1.0
2775,0,Classic Escape Room,263,23,1,0.03,0,1,3,1,247.25,1.0
2776,1,Alternative Maze Room,247,29,1,0.03,0,1,3,1,247.56,1.0
2777,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,247.13,1.0
2778,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,247.37,1.0
2779,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,247.43,1.0
2780,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,247.88,1.0
2781,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,247.41,1.0
2782,2,Advanced Puzzle Room,210,30,1,0.03,0,1,3,1,247.33,1.0
2783,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,247.43,1.0
2784,0,Classic Escape Room,259,22,1,0.03,0,1,3,1,247.37,1.0
2785,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,247.06,1.0
2786,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,246.98,1.0
2787,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,246.98,1.0
2788,2,Advanced Puzzle Room,212,28,1,0.03,0,1,3,1,246.45,1.0
2789,1,Alternative Maze Room,255,26,1,0.03,0,1,3,1,246.45,1.0
2790,0,Classic Escape Room,263,23,1,0.03,0,1,3,1,246.96,1.0
2791,1,Alternative Maze Room,261,25,1,0.03,0,1,3,1,247.45,1.0
2792,0,Classic Escape Room,265,21,1,0.03,0,1,3,1,247.63,1.0
2793,0,Classic Escape Room,257,24,1,0.03,0,1,3,1,247.59,1.0
2794,1,Alternative Maze Room,259,27,1,0.03,0,1,3,1,247.53,1.0
2795,2,Advanced Puzzle Room,218,27,1,0.03,0,1,3,1,247.1,1.0
